dataset_id,L,Vf,rate,seed,source,result_dir
244,34,3.9,1.00,4234005,reused_original_rigorous,raw/rigorous/task_0520_L34_V3.90_R1.0_s4234005
245,34,3.9,1.00,4234006,reused_original_rigorous,raw/rigorous/task_0521_L34_V3.90_R1.0_s4234006
246,34,3.9,1.00,4234007,reused_original_rigorous,raw/rigorous/task_0522_L34_V3.90_R1.0_s4234007
247,34,3.9,1.00,4234008,reused_original_rigorous,raw/rigorous/task_0523_L34_V3.90_R1.0_s4234008
248,34,3.9,1.00,4234009,reused_original_rigorous,raw/rigorous/task_0524_L34_V3.90_R1.0_s4234009
249,34,3.9,1.00,4234010,reused_original_rigorous,raw/rigorous/task_0525_L34_V3.90_R1.0_s4234010
250,34,3.9,1.00,4234011,reused_original_rigorous,raw/rigorous/task_0526_L34_V3.90_R1.0_s4234011
251,34,3.9,1.00,4234012,reused_original_rigorous,raw/rigorous/task_0527_L34_V3.90_R1.0_s4234012
252,34,4.0,0.25,4234001,new_r025,raw/rigorous_compatible/task_0084_L34_V4.0_R0.25_s4234001
253,34,4.0,0.25,4234002,new_r025,raw/rigorous_compatible/task_0085_L34_V4.0_R0.25_s4234002
254,34,4.0,0.25,4234003,new_r025,raw/rigorous_compatible/task_0086_L34_V4.0_R0.25_s4234003
255,34,4.0,0.25,4234004,new_r025,raw/rigorous_compatible/task_0087_L34_V4.0_R0.25_s4234004
256,34,4.0,0.25,4234005,new_r025,raw/rigorous_compatible/task_0088_L34_V4.0_R0.25_s4234005
257,34,4.0,0.25,4234006,new_r025,raw/rigorous_compatible/task_0089_L34_V4.0_R0.25_s4234006
258,34,4.0,0.25,4234007,new_r025,raw/rigorous_compatible/task_0090_L34_V4.0_R0.25_s4234007
259,34,4.0,0.25,4234008,new_r025,raw/rigorous_compatible/task_0091_L34_V4.0_R0.25_s4234008
260,34,4.0,0.25,4234009,new_r025,raw/rigorous_compatible/task_0092_L34_V4.0_R0.25_s4234009
261,34,4.0,0.25,4234010,new_r025,raw/rigorous_compatible/task_0093_L34_V4.0_R0.25_s4234010
262,34,4.0,0.25,4234011,new_r025,raw/rigorous_compatible/task_0094_L34_V4.0_R0.25_s4234011
263,34,4.0,0.25,4234012,new_r025,raw/rigorous_compatible/task_0095_L34_V4.0_R0.25_s4234012
264,34,4.0,0.50,4234001,reused_original_rigorous,raw/rigorous/task_0576_L34_V4.00_R0.5_s4234001
265,34,4.0,0.50,4234002,reused_original_rigorous,raw/rigorous/task_0577_L34_V4.00_R0.5_s4234002
266,34,4.0,0.50,4234003,reused_original_rigorous,raw/rigorous/task_0578_L34_V4.00_R0.5_s4234003
267,34,4.0,0.50,4234004,reused_original_rigorous,raw/rigorous/task_0579_L34_V4.00_R0.5_s4234004
268,34,4.0,0.50,4234005,reused_original_rigorous,raw/rigorous/task_0580_L34_V4.00_R0.5_s4234005
269,34,4.0,0.50,4234006,reused_original_rigorous,raw/rigorous/task_0581_L34_V4.00_R0.5_s4234006
270,34,4.0,0.50,4234007,reused_original_rigorous,raw/rigorous/task_0582_L34_V4.00_R0.5_s4234007
271,34,4.0,0.50,4234008,reused_original_rigorous,raw/rigorous/task_0583_L34_V4.00_R0.5_s4234008
272,34,4.0,0.50,4234009,reused_original_rigorous,raw/rigorous/task_0584_L34_V4.00_R0.5_s4234009
273,34,4.0,0.50,4234010,reused_original_rigorous,raw/rigorous/task_0585_L34_V4.00_R0.5_s4234010
274,34,4.0,0.50,4234011,reused_original_rigorous,raw/rigorous/task_0586_L34_V4.00_R0.5_s4234011
275,34,4.0,0.50,4234012,reused_original_rigorous,raw/rigorous/task_0587_L34_V4.00_R0.5_s4234012
276,34,4.0,1.00,4234001,reused_original_rigorous,raw/rigorous/task_0588_L34_V4.00_R1.0_s4234001
277,34,4.0,1.00,4234002,reused_original_rigorous,raw/rigorous/task_0589_L34_V4.00_R1.0_s4234002
278,34,4.0,1.00,4234003,reused_original_rigorous,raw/rigorous/task_0590_L34_V4.00_R1.0_s4234003
279,34,4.0,1.00,4234004,reused_original_rigorous,raw/rigorous/task_0591_L34_V4.00_R1.0_s4234004
280,34,4.0,1.00,4234005,reused_original_rigorous,raw/rigorous/task_0592_L34_V4.00_R1.0_s4234005
281,34,4.0,1.00,4234006,reused_original_rigorous,raw/rigorous/task_0593_L34_V4.00_R1.0_s4234006
282,34,4.0,1.00,4234007,reused_original_rigorous,raw/rigorous/task_0594_L34_V4.00_R1.0_s4234007
283,34,4.0,1.00,4234008,reused_original_rigorous,raw/rigorous/task_0595_L34_V4.00_R1.0_s4234008
284,34,4.0,1.00,4234009,reused_original_rigorous,raw/rigorous/task_0596_L34_V4.00_R1.0_s4234009
285,34,4.0,1.00,4234010,reused_original_rigorous,raw/rigorous/task_0597_L34_V4.00_R1.0_s4234010
286,34,4.0,1.00,4234011,reused_original_rigorous,raw/rigorous/task_0598_L34_V4.00_R1.0_s4234011
287,34,4.0,1.00,4234012,reused_original_rigorous,raw/rigorous/task_0599_L34_V4.00_R1.0_s4234012
288,34,4.1,0.25,4234001,new_r025,raw/rigorous_compatible/task_0096_L34_V4.1_R0.25_s4234001
289,34,4.1,0.25,4234002,new_r025,raw/rigorous_compatible/task_0097_L34_V4.1_R0.25_s4234002
290,34,4.1,0.25,4234003,new_r025,raw/rigorous_compatible/task_0098_L34_V4.1_R0.25_s4234003
291,34,4.1,0.25,4234004,new_r025,raw/rigorous_compatible/task_0099_L34_V4.1_R0.25_s4234004
292,34,4.1,0.25,4234005,new_r025,raw/rigorous_compatible/task_0100_L34_V4.1_R0.25_s4234005
293,34,4.1,0.25,4234006,new_r025,raw/rigorous_compatible/task_0101_L34_V4.1_R0.25_s4234006
294,34,4.1,0.25,4234007,new_r025,raw/rigorous_compatible/task_0102_L34_V4.1_R0.25_s4234007
295,34,4.1,0.25,4234008,new_r025,raw/rigorous_compatible/task_0103_L34_V4.1_R0.25_s4234008
296,34,4.1,0.25,4234009,new_r025,raw/rigorous_compatible/task_0104_L34_V4.1_R0.25_s4234009
297,34,4.1,0.25,4234010,new_r025,raw/rigorous_compatible/task_0105_L34_V4.1_R0.25_s4234010
298,34,4.1,0.25,4234011,new_r025,raw/rigorous_compatible/task_0106_L34_V4.1_R0.25_s4234011
299,34,4.1,0.25,4234012,new_r025,raw/rigorous_compatible/task_0107_L34_V4.1_R0.25_s4234012
300,34,4.1,0.50,4234001,reused_original_rigorous,raw/rigorous/task_0648_L34_V4.10_R0.5_s4234001
301,34,4.1,0.50,4234002,reused_original_rigorous,raw/rigorous/task_0649_L34_V4.10_R0.5_s4234002
302,34,4.1,0.50,4234003,reused_original_rigorous,raw/rigorous/task_0650_L34_V4.10_R0.5_s4234003
303,34,4.1,0.50,4234004,reused_original_rigorous,raw/rigorous/task_0651_L34_V4.10_R0.5_s4234004
304,34,4.1,0.50,4234005,reused_original_rigorous,raw/rigorous/task_0652_L34_V4.10_R0.5_s4234005
305,34,4.1,0.50,4234006,reused_original_rigorous,raw/rigorous/task_0653_L34_V4.10_R0.5_s4234006
306,34,4.1,0.50,4234007,reused_original_rigorous,raw/rigorous/task_0654_L34_V4.10_R0.5_s4234007
307,34,4.1,0.50,4234008,reused_original_rigorous,raw/rigorous/task_0655_L34_V4.10_R0.5_s4234008
308,34,4.1,0.50,4234009,reused_original_rigorous,raw/rigorous/task_0656_L34_V4.10_R0.5_s4234009
309,34,4.1,0.50,4234010,reused_original_rigorous,raw/rigorous/task_0657_L34_V4.10_R0.5_s4234010
310,34,4.1,0.50,4234011,reused_original_rigorous,raw/rigorous/task_0658_L34_V4.10_R0.5_s4234011
311,34,4.1,0.50,4234012,reused_original_rigorous,raw/rigorous/task_0659_L34_V4.10_R0.5_s4234012
312,34,4.1,1.00,4234001,reused_original_rigorous,raw/rigorous/task_0660_L34_V4.10_R1.0_s4234001
313,34,4.1,1.00,4234002,reused_original_rigorous,raw/rigorous/task_0661_L34_V4.10_R1.0_s4234002
314,34,4.1,1.00,4234003,reused_original_rigorous,raw/rigorous/task_0662_L34_V4.10_R1.0_s4234003
315,34,4.1,1.00,4234004,reused_original_rigorous,raw/rigorous/task_0663_L34_V4.10_R1.0_s4234004
316,34,4.1,1.00,4234005,reused_original_rigorous,raw/rigorous/task_0664_L34_V4.10_R1.0_s4234005
317,34,4.1,1.00,4234006,reused_original_rigorous,raw/rigorous/task_0665_L34_V4.10_R1.0_s4234006
318,34,4.1,1.00,4234007,reused_original_rigorous,raw/rigorous/task_0666_L34_V4.10_R1.0_s4234007
319,34,4.1,1.00,4234008,reused_original_rigorous,raw/rigorous/task_0667_L34_V4.10_R1.0_s4234008
320,34,4.1,1.00,4234009,reused_original_rigorous,raw/rigorous/task_0668_L34_V4.10_R1.0_s4234009
321,34,4.1,1.00,4234010,reused_original_rigorous,raw/rigorous/task_0669_L34_V4.10_R1.0_s4234010
322,34,4.1,1.00,4234011,reused_original_rigorous,raw/rigorous/task_0670_L34_V4.10_R1.0_s4234011
323,34,4.1,1.00,4234012,reused_original_rigorous,raw/rigorous/task_0671_L34_V4.10_R1.0_s4234012
324,34,4.2,0.25,4234001,new_r025,raw/rigorous_compatible/task_0108_L34_V4.2_R0.25_s4234001
325,34,4.2,0.25,4234002,new_r025,raw/rigorous_compatible/task_0109_L34_V4.2_R0.25_s4234002
326,34,4.2,0.25,4234003,new_r025,raw/rigorous_compatible/task_0110_L34_V4.2_R0.25_s4234003
327,34,4.2,0.25,4234004,new_r025,raw/rigorous_compatible/task_0111_L34_V4.2_R0.25_s4234004
328,34,4.2,0.25,4234005,new_r025,raw/rigorous_compatible/task_0112_L34_V4.2_R0.25_s4234005
329,34,4.2,0.25,4234006,new_r025,raw/rigorous_compatible/task_0113_L34_V4.2_R0.25_s4234006
330,34,4.2,0.25,4234007,new_r025,raw/rigorous_compatible/task_0114_L34_V4.2_R0.25_s4234007
331,34,4.2,0.25,4234008,new_r025,raw/rigorous_compatible/task_0115_L34_V4.2_R0.25_s4234008
332,34,4.2,0.25,4234009,new_r025,raw/rigorous_compatible/task_0116_L34_V4.2_R0.25_s4234009
333,34,4.2,0.25,4234010,new_r025,raw/rigorous_compatible/task_0117_L34_V4.2_R0.25_s4234010
334,34,4.2,0.25,4234011,new_r025,raw/rigorous_compatible/task_0118_L34_V4.2_R0.25_s4234011
335,34,4.2,0.25,4234012,new_r025,raw/rigorous_compatible/task_0119_L34_V4.2_R0.25_s4234012
336,34,4.2,0.50,4234001,reused_original_rigorous,raw/rigorous/task_0720_L34_V4.20_R0.5_s4234001
337,34,4.2,0.50,4234002,reused_original_rigorous,raw/rigorous/task_0721_L34_V4.20_R0.5_s4234002
338,34,4.2,0.50,4234003,reused_original_rigorous,raw/rigorous/task_0722_L34_V4.20_R0.5_s4234003
339,34,4.2,0.50,4234004,reused_original_rigorous,raw/rigorous/task_0723_L34_V4.20_R0.5_s4234004
340,34,4.2,0.50,4234005,reused_original_rigorous,raw/rigorous/task_0724_L34_V4.20_R0.5_s4234005
341,34,4.2,0.50,4234006,reused_original_rigorous,raw/rigorous/task_0725_L34_V4.20_R0.5_s4234006
342,34,4.2,0.50,4234007,reused_original_rigorous,raw/rigorous/task_0726_L34_V4.20_R0.5_s4234007
343,34,4.2,0.50,4234008,reused_original_rigorous,raw/rigorous/task_0727_L34_V4.20_R0.5_s4234008
344,34,4.2,0.50,4234009,reused_original_rigorous,raw/rigorous/task_0728_L34_V4.20_R0.5_s4234009
345,34,4.2,0.50,4234010,reused_original_rigorous,raw/rigorous/task_0729_L34_V4.20_R0.5_s4234010
346,34,4.2,0.50,4234011,reused_original_rigorous,raw/rigorous/task_0730_L34_V4.20_R0.5_s4234011
347,34,4.2,0.50,4234012,reused_original_rigorous,raw/rigorous/task_0731_L34_V4.20_R0.5_s4234012
348,34,4.2,1.00,4234001,reused_original_rigorous,raw/rigorous/task_0732_L34_V4.20_R1.0_s4234001
349,34,4.2,1.00,4234002,reused_original_rigorous,raw/rigorous/task_0733_L34_V4.20_R1.0_s4234002
350,34,4.2,1.00,4234003,reused_original_rigorous,raw/rigorous/task_0734_L34_V4.20_R1.0_s4234003
351,34,4.2,1.00,4234004,reused_original_rigorous,raw/rigorous/task_0735_L34_V4.20_R1.0_s4234004
352,34,4.2,1.00,4234005,reused_original_rigorous,raw/rigorous/task_0736_L34_V4.20_R1.0_s4234005
353,34,4.2,1.00,4234006,reused_original_rigorous,raw/rigorous/task_0737_L34_V4.20_R1.0_s4234006
354,34,4.2,1.00,4234007,reused_original_rigorous,raw/rigorous/task_0738_L34_V4.20_R1.0_s4234007
355,34,4.2,1.00,4234008,reused_original_rigorous,raw/rigorous/task_0739_L34_V4.20_R1.0_s4234008
356,34,4.2,1.00,4234009,reused_original_rigorous,raw/rigorous/task_0740_L34_V4.20_R1.0_s4234009
357,34,4.2,1.00,4234010,reused_original_rigorous,raw/rigorous/task_0741_L34_V4.20_R1.0_s4234010
358,34,4.2,1.00,4234011,reused_original_rigorous,raw/rigorous/task_0742_L34_V4.20_R1.0_s4234011
359,34,4.2,1.00,4234012,reused_original_rigorous,raw/rigorous/task_0743_L34_V4.20_R1.0_s4234012
