task_id,campaign,L,Vf,rate,seed,burn,measurements,output_dir
489,rigorous,34,3.85,1.0,4234010,500,5000,raw/rigorous/task_0489_L34_V3.85_R1.0_s4234010
490,rigorous,34,3.85,1.0,4234011,500,5000,raw/rigorous/task_0490_L34_V3.85_R1.0_s4234011
491,rigorous,34,3.85,1.0,4234012,500,5000,raw/rigorous/task_0491_L34_V3.85_R1.0_s4234012
492,rigorous,34,3.85,2.0,4234001,500,5000,raw/rigorous/task_0492_L34_V3.85_R2.0_s4234001
493,rigorous,34,3.85,2.0,4234002,500,5000,raw/rigorous/task_0493_L34_V3.85_R2.0_s4234002
494,rigorous,34,3.85,2.0,4234003,500,5000,raw/rigorous/task_0494_L34_V3.85_R2.0_s4234003
495,rigorous,34,3.85,2.0,4234004,500,5000,raw/rigorous/task_0495_L34_V3.85_R2.0_s4234004
496,rigorous,34,3.85,2.0,4234005,500,5000,raw/rigorous/task_0496_L34_V3.85_R2.0_s4234005
497,rigorous,34,3.85,2.0,4234006,500,5000,raw/rigorous/task_0497_L34_V3.85_R2.0_s4234006
498,rigorous,34,3.85,2.0,4234007,500,5000,raw/rigorous/task_0498_L34_V3.85_R2.0_s4234007
499,rigorous,34,3.85,2.0,4234008,500,5000,raw/rigorous/task_0499_L34_V3.85_R2.0_s4234008
500,rigorous,34,3.85,2.0,4234009,500,5000,raw/rigorous/task_0500_L34_V3.85_R2.0_s4234009
501,rigorous,34,3.85,2.0,4234010,500,5000,raw/rigorous/task_0501_L34_V3.85_R2.0_s4234010
502,rigorous,34,3.85,2.0,4234011,500,5000,raw/rigorous/task_0502_L34_V3.85_R2.0_s4234011
503,rigorous,34,3.85,2.0,4234012,500,5000,raw/rigorous/task_0503_L34_V3.85_R2.0_s4234012
504,rigorous,34,3.90,0.5,4234001,500,5000,raw/rigorous/task_0504_L34_V3.90_R0.5_s4234001
505,rigorous,34,3.90,0.5,4234002,500,5000,raw/rigorous/task_0505_L34_V3.90_R0.5_s4234002
506,rigorous,34,3.90,0.5,4234003,500,5000,raw/rigorous/task_0506_L34_V3.90_R0.5_s4234003
507,rigorous,34,3.90,0.5,4234004,500,5000,raw/rigorous/task_0507_L34_V3.90_R0.5_s4234004
508,rigorous,34,3.90,0.5,4234005,500,5000,raw/rigorous/task_0508_L34_V3.90_R0.5_s4234005
509,rigorous,34,3.90,0.5,4234006,500,5000,raw/rigorous/task_0509_L34_V3.90_R0.5_s4234006
510,rigorous,34,3.90,0.5,4234007,500,5000,raw/rigorous/task_0510_L34_V3.90_R0.5_s4234007
511,rigorous,34,3.90,0.5,4234008,500,5000,raw/rigorous/task_0511_L34_V3.90_R0.5_s4234008
512,rigorous,34,3.90,0.5,4234009,500,5000,raw/rigorous/task_0512_L34_V3.90_R0.5_s4234009
513,rigorous,34,3.90,0.5,4234010,500,5000,raw/rigorous/task_0513_L34_V3.90_R0.5_s4234010
514,rigorous,34,3.90,0.5,4234011,500,5000,raw/rigorous/task_0514_L34_V3.90_R0.5_s4234011
515,rigorous,34,3.90,0.5,4234012,500,5000,raw/rigorous/task_0515_L34_V3.90_R0.5_s4234012
516,rigorous,34,3.90,1.0,4234001,500,5000,raw/rigorous/task_0516_L34_V3.90_R1.0_s4234001
517,rigorous,34,3.90,1.0,4234002,500,5000,raw/rigorous/task_0517_L34_V3.90_R1.0_s4234002
518,rigorous,34,3.90,1.0,4234003,500,5000,raw/rigorous/task_0518_L34_V3.90_R1.0_s4234003
519,rigorous,34,3.90,1.0,4234004,500,5000,raw/rigorous/task_0519_L34_V3.90_R1.0_s4234004
520,rigorous,34,3.90,1.0,4234005,500,5000,raw/rigorous/task_0520_L34_V3.90_R1.0_s4234005
521,rigorous,34,3.90,1.0,4234006,500,5000,raw/rigorous/task_0521_L34_V3.90_R1.0_s4234006
522,rigorous,34,3.90,1.0,4234007,500,5000,raw/rigorous/task_0522_L34_V3.90_R1.0_s4234007
523,rigorous,34,3.90,1.0,4234008,500,5000,raw/rigorous/task_0523_L34_V3.90_R1.0_s4234008
524,rigorous,34,3.90,1.0,4234009,500,5000,raw/rigorous/task_0524_L34_V3.90_R1.0_s4234009
525,rigorous,34,3.90,1.0,4234010,500,5000,raw/rigorous/task_0525_L34_V3.90_R1.0_s4234010
526,rigorous,34,3.90,1.0,4234011,500,5000,raw/rigorous/task_0526_L34_V3.90_R1.0_s4234011
527,rigorous,34,3.90,1.0,4234012,500,5000,raw/rigorous/task_0527_L34_V3.90_R1.0_s4234012
528,rigorous,34,3.90,2.0,4234001,500,5000,raw/rigorous/task_0528_L34_V3.90_R2.0_s4234001
529,rigorous,34,3.90,2.0,4234002,500,5000,raw/rigorous/task_0529_L34_V3.90_R2.0_s4234002
530,rigorous,34,3.90,2.0,4234003,500,5000,raw/rigorous/task_0530_L34_V3.90_R2.0_s4234003
531,rigorous,34,3.90,2.0,4234004,500,5000,raw/rigorous/task_0531_L34_V3.90_R2.0_s4234004
532,rigorous,34,3.90,2.0,4234005,500,5000,raw/rigorous/task_0532_L34_V3.90_R2.0_s4234005
533,rigorous,34,3.90,2.0,4234006,500,5000,raw/rigorous/task_0533_L34_V3.90_R2.0_s4234006
534,rigorous,34,3.90,2.0,4234007,500,5000,raw/rigorous/task_0534_L34_V3.90_R2.0_s4234007
535,rigorous,34,3.90,2.0,4234008,500,5000,raw/rigorous/task_0535_L34_V3.90_R2.0_s4234008
536,rigorous,34,3.90,2.0,4234009,500,5000,raw/rigorous/task_0536_L34_V3.90_R2.0_s4234009
537,rigorous,34,3.90,2.0,4234010,500,5000,raw/rigorous/task_0537_L34_V3.90_R2.0_s4234010
538,rigorous,34,3.90,2.0,4234011,500,5000,raw/rigorous/task_0538_L34_V3.90_R2.0_s4234011
539,rigorous,34,3.90,2.0,4234012,500,5000,raw/rigorous/task_0539_L34_V3.90_R2.0_s4234012
540,rigorous,34,3.95,0.5,4234001,500,5000,raw/rigorous/task_0540_L34_V3.95_R0.5_s4234001
541,rigorous,34,3.95,0.5,4234002,500,5000,raw/rigorous/task_0541_L34_V3.95_R0.5_s4234002
542,rigorous,34,3.95,0.5,4234003,500,5000,raw/rigorous/task_0542_L34_V3.95_R0.5_s4234003
543,rigorous,34,3.95,0.5,4234004,500,5000,raw/rigorous/task_0543_L34_V3.95_R0.5_s4234004
544,rigorous,34,3.95,0.5,4234005,500,5000,raw/rigorous/task_0544_L34_V3.95_R0.5_s4234005
545,rigorous,34,3.95,0.5,4234006,500,5000,raw/rigorous/task_0545_L34_V3.95_R0.5_s4234006
546,rigorous,34,3.95,0.5,4234007,500,5000,raw/rigorous/task_0546_L34_V3.95_R0.5_s4234007
547,rigorous,34,3.95,0.5,4234008,500,5000,raw/rigorous/task_0547_L34_V3.95_R0.5_s4234008
548,rigorous,34,3.95,0.5,4234009,500,5000,raw/rigorous/task_0548_L34_V3.95_R0.5_s4234009
549,rigorous,34,3.95,0.5,4234010,500,5000,raw/rigorous/task_0549_L34_V3.95_R0.5_s4234010
550,rigorous,34,3.95,0.5,4234011,500,5000,raw/rigorous/task_0550_L34_V3.95_R0.5_s4234011
551,rigorous,34,3.95,0.5,4234012,500,5000,raw/rigorous/task_0551_L34_V3.95_R0.5_s4234012
552,rigorous,34,3.95,1.0,4234001,500,5000,raw/rigorous/task_0552_L34_V3.95_R1.0_s4234001
553,rigorous,34,3.95,1.0,4234002,500,5000,raw/rigorous/task_0553_L34_V3.95_R1.0_s4234002
554,rigorous,34,3.95,1.0,4234003,500,5000,raw/rigorous/task_0554_L34_V3.95_R1.0_s4234003
555,rigorous,34,3.95,1.0,4234004,500,5000,raw/rigorous/task_0555_L34_V3.95_R1.0_s4234004
556,rigorous,34,3.95,1.0,4234005,500,5000,raw/rigorous/task_0556_L34_V3.95_R1.0_s4234005
557,rigorous,34,3.95,1.0,4234006,500,5000,raw/rigorous/task_0557_L34_V3.95_R1.0_s4234006
558,rigorous,34,3.95,1.0,4234007,500,5000,raw/rigorous/task_0558_L34_V3.95_R1.0_s4234007
559,rigorous,34,3.95,1.0,4234008,500,5000,raw/rigorous/task_0559_L34_V3.95_R1.0_s4234008
560,rigorous,34,3.95,1.0,4234009,500,5000,raw/rigorous/task_0560_L34_V3.95_R1.0_s4234009
561,rigorous,34,3.95,1.0,4234010,500,5000,raw/rigorous/task_0561_L34_V3.95_R1.0_s4234010
562,rigorous,34,3.95,1.0,4234011,500,5000,raw/rigorous/task_0562_L34_V3.95_R1.0_s4234011
563,rigorous,34,3.95,1.0,4234012,500,5000,raw/rigorous/task_0563_L34_V3.95_R1.0_s4234012
564,rigorous,34,3.95,2.0,4234001,500,5000,raw/rigorous/task_0564_L34_V3.95_R2.0_s4234001
565,rigorous,34,3.95,2.0,4234002,500,5000,raw/rigorous/task_0565_L34_V3.95_R2.0_s4234002
566,rigorous,34,3.95,2.0,4234003,500,5000,raw/rigorous/task_0566_L34_V3.95_R2.0_s4234003
567,rigorous,34,3.95,2.0,4234004,500,5000,raw/rigorous/task_0567_L34_V3.95_R2.0_s4234004
568,rigorous,34,3.95,2.0,4234005,500,5000,raw/rigorous/task_0568_L34_V3.95_R2.0_s4234005
569,rigorous,34,3.95,2.0,4234006,500,5000,raw/rigorous/task_0569_L34_V3.95_R2.0_s4234006
570,rigorous,34,3.95,2.0,4234007,500,5000,raw/rigorous/task_0570_L34_V3.95_R2.0_s4234007
571,rigorous,34,3.95,2.0,4234008,500,5000,raw/rigorous/task_0571_L34_V3.95_R2.0_s4234008
572,rigorous,34,3.95,2.0,4234009,500,5000,raw/rigorous/task_0572_L34_V3.95_R2.0_s4234009
573,rigorous,34,3.95,2.0,4234010,500,5000,raw/rigorous/task_0573_L34_V3.95_R2.0_s4234010
574,rigorous,34,3.95,2.0,4234011,500,5000,raw/rigorous/task_0574_L34_V3.95_R2.0_s4234011
575,rigorous,34,3.95,2.0,4234012,500,5000,raw/rigorous/task_0575_L34_V3.95_R2.0_s4234012
576,rigorous,34,4.00,0.5,4234001,500,5000,raw/rigorous/task_0576_L34_V4.00_R0.5_s4234001
577,rigorous,34,4.00,0.5,4234002,500,5000,raw/rigorous/task_0577_L34_V4.00_R0.5_s4234002
578,rigorous,34,4.00,0.5,4234003,500,5000,raw/rigorous/task_0578_L34_V4.00_R0.5_s4234003
579,rigorous,34,4.00,0.5,4234004,500,5000,raw/rigorous/task_0579_L34_V4.00_R0.5_s4234004
580,rigorous,34,4.00,0.5,4234005,500,5000,raw/rigorous/task_0580_L34_V4.00_R0.5_s4234005
581,rigorous,34,4.00,0.5,4234006,500,5000,raw/rigorous/task_0581_L34_V4.00_R0.5_s4234006
582,rigorous,34,4.00,0.5,4234007,500,5000,raw/rigorous/task_0582_L34_V4.00_R0.5_s4234007
583,rigorous,34,4.00,0.5,4234008,500,5000,raw/rigorous/task_0583_L34_V4.00_R0.5_s4234008
584,rigorous,34,4.00,0.5,4234009,500,5000,raw/rigorous/task_0584_L34_V4.00_R0.5_s4234009
585,rigorous,34,4.00,0.5,4234010,500,5000,raw/rigorous/task_0585_L34_V4.00_R0.5_s4234010
586,rigorous,34,4.00,0.5,4234011,500,5000,raw/rigorous/task_0586_L34_V4.00_R0.5_s4234011
587,rigorous,34,4.00,0.5,4234012,500,5000,raw/rigorous/task_0587_L34_V4.00_R0.5_s4234012
588,rigorous,34,4.00,1.0,4234001,500,5000,raw/rigorous/task_0588_L34_V4.00_R1.0_s4234001
589,rigorous,34,4.00,1.0,4234002,500,5000,raw/rigorous/task_0589_L34_V4.00_R1.0_s4234002
590,rigorous,34,4.00,1.0,4234003,500,5000,raw/rigorous/task_0590_L34_V4.00_R1.0_s4234003
591,rigorous,34,4.00,1.0,4234004,500,5000,raw/rigorous/task_0591_L34_V4.00_R1.0_s4234004
592,rigorous,34,4.00,1.0,4234005,500,5000,raw/rigorous/task_0592_L34_V4.00_R1.0_s4234005
593,rigorous,34,4.00,1.0,4234006,500,5000,raw/rigorous/task_0593_L34_V4.00_R1.0_s4234006
594,rigorous,34,4.00,1.0,4234007,500,5000,raw/rigorous/task_0594_L34_V4.00_R1.0_s4234007
595,rigorous,34,4.00,1.0,4234008,500,5000,raw/rigorous/task_0595_L34_V4.00_R1.0_s4234008
596,rigorous,34,4.00,1.0,4234009,500,5000,raw/rigorous/task_0596_L34_V4.00_R1.0_s4234009
597,rigorous,34,4.00,1.0,4234010,500,5000,raw/rigorous/task_0597_L34_V4.00_R1.0_s4234010
598,rigorous,34,4.00,1.0,4234011,500,5000,raw/rigorous/task_0598_L34_V4.00_R1.0_s4234011
599,rigorous,34,4.00,1.0,4234012,500,5000,raw/rigorous/task_0599_L34_V4.00_R1.0_s4234012
600,rigorous,34,4.00,2.0,4234001,500,5000,raw/rigorous/task_0600_L34_V4.00_R2.0_s4234001
601,rigorous,34,4.00,2.0,4234002,500,5000,raw/rigorous/task_0601_L34_V4.00_R2.0_s4234002
602,rigorous,34,4.00,2.0,4234003,500,5000,raw/rigorous/task_0602_L34_V4.00_R2.0_s4234003
603,rigorous,34,4.00,2.0,4234004,500,5000,raw/rigorous/task_0603_L34_V4.00_R2.0_s4234004
604,rigorous,34,4.00,2.0,4234005,500,5000,raw/rigorous/task_0604_L34_V4.00_R2.0_s4234005
605,rigorous,34,4.00,2.0,4234006,500,5000,raw/rigorous/task_0605_L34_V4.00_R2.0_s4234006
606,rigorous,34,4.00,2.0,4234007,500,5000,raw/rigorous/task_0606_L34_V4.00_R2.0_s4234007
607,rigorous,34,4.00,2.0,4234008,500,5000,raw/rigorous/task_0607_L34_V4.00_R2.0_s4234008
608,rigorous,34,4.00,2.0,4234009,500,5000,raw/rigorous/task_0608_L34_V4.00_R2.0_s4234009
609,rigorous,34,4.00,2.0,4234010,500,5000,raw/rigorous/task_0609_L34_V4.00_R2.0_s4234010
610,rigorous,34,4.00,2.0,4234011,500,5000,raw/rigorous/task_0610_L34_V4.00_R2.0_s4234011
611,rigorous,34,4.00,2.0,4234012,500,5000,raw/rigorous/task_0611_L34_V4.00_R2.0_s4234012
612,rigorous,34,4.05,0.5,4234001,500,5000,raw/rigorous/task_0612_L34_V4.05_R0.5_s4234001
613,rigorous,34,4.05,0.5,4234002,500,5000,raw/rigorous/task_0613_L34_V4.05_R0.5_s4234002
614,rigorous,34,4.05,0.5,4234003,500,5000,raw/rigorous/task_0614_L34_V4.05_R0.5_s4234003
615,rigorous,34,4.05,0.5,4234004,500,5000,raw/rigorous/task_0615_L34_V4.05_R0.5_s4234004
616,rigorous,34,4.05,0.5,4234005,500,5000,raw/rigorous/task_0616_L34_V4.05_R0.5_s4234005
617,rigorous,34,4.05,0.5,4234006,500,5000,raw/rigorous/task_0617_L34_V4.05_R0.5_s4234006
618,rigorous,34,4.05,0.5,4234007,500,5000,raw/rigorous/task_0618_L34_V4.05_R0.5_s4234007
619,rigorous,34,4.05,0.5,4234008,500,5000,raw/rigorous/task_0619_L34_V4.05_R0.5_s4234008
620,rigorous,34,4.05,0.5,4234009,500,5000,raw/rigorous/task_0620_L34_V4.05_R0.5_s4234009
621,rigorous,34,4.05,0.5,4234010,500,5000,raw/rigorous/task_0621_L34_V4.05_R0.5_s4234010
622,rigorous,34,4.05,0.5,4234011,500,5000,raw/rigorous/task_0622_L34_V4.05_R0.5_s4234011
623,rigorous,34,4.05,0.5,4234012,500,5000,raw/rigorous/task_0623_L34_V4.05_R0.5_s4234012
624,rigorous,34,4.05,1.0,4234001,500,5000,raw/rigorous/task_0624_L34_V4.05_R1.0_s4234001
625,rigorous,34,4.05,1.0,4234002,500,5000,raw/rigorous/task_0625_L34_V4.05_R1.0_s4234002
626,rigorous,34,4.05,1.0,4234003,500,5000,raw/rigorous/task_0626_L34_V4.05_R1.0_s4234003
627,rigorous,34,4.05,1.0,4234004,500,5000,raw/rigorous/task_0627_L34_V4.05_R1.0_s4234004
628,rigorous,34,4.05,1.0,4234005,500,5000,raw/rigorous/task_0628_L34_V4.05_R1.0_s4234005
629,rigorous,34,4.05,1.0,4234006,500,5000,raw/rigorous/task_0629_L34_V4.05_R1.0_s4234006
630,rigorous,34,4.05,1.0,4234007,500,5000,raw/rigorous/task_0630_L34_V4.05_R1.0_s4234007
631,rigorous,34,4.05,1.0,4234008,500,5000,raw/rigorous/task_0631_L34_V4.05_R1.0_s4234008
632,rigorous,34,4.05,1.0,4234009,500,5000,raw/rigorous/task_0632_L34_V4.05_R1.0_s4234009
633,rigorous,34,4.05,1.0,4234010,500,5000,raw/rigorous/task_0633_L34_V4.05_R1.0_s4234010
634,rigorous,34,4.05,1.0,4234011,500,5000,raw/rigorous/task_0634_L34_V4.05_R1.0_s4234011
635,rigorous,34,4.05,1.0,4234012,500,5000,raw/rigorous/task_0635_L34_V4.05_R1.0_s4234012
636,rigorous,34,4.05,2.0,4234001,500,5000,raw/rigorous/task_0636_L34_V4.05_R2.0_s4234001
637,rigorous,34,4.05,2.0,4234002,500,5000,raw/rigorous/task_0637_L34_V4.05_R2.0_s4234002
638,rigorous,34,4.05,2.0,4234003,500,5000,raw/rigorous/task_0638_L34_V4.05_R2.0_s4234003
639,rigorous,34,4.05,2.0,4234004,500,5000,raw/rigorous/task_0639_L34_V4.05_R2.0_s4234004
640,rigorous,34,4.05,2.0,4234005,500,5000,raw/rigorous/task_0640_L34_V4.05_R2.0_s4234005
641,rigorous,34,4.05,2.0,4234006,500,5000,raw/rigorous/task_0641_L34_V4.05_R2.0_s4234006
642,rigorous,34,4.05,2.0,4234007,500,5000,raw/rigorous/task_0642_L34_V4.05_R2.0_s4234007
643,rigorous,34,4.05,2.0,4234008,500,5000,raw/rigorous/task_0643_L34_V4.05_R2.0_s4234008
644,rigorous,34,4.05,2.0,4234009,500,5000,raw/rigorous/task_0644_L34_V4.05_R2.0_s4234009
645,rigorous,34,4.05,2.0,4234010,500,5000,raw/rigorous/task_0645_L34_V4.05_R2.0_s4234010
646,rigorous,34,4.05,2.0,4234011,500,5000,raw/rigorous/task_0646_L34_V4.05_R2.0_s4234011
647,rigorous,34,4.05,2.0,4234012,500,5000,raw/rigorous/task_0647_L34_V4.05_R2.0_s4234012
648,rigorous,34,4.10,0.5,4234001,500,5000,raw/rigorous/task_0648_L34_V4.10_R0.5_s4234001
649,rigorous,34,4.10,0.5,4234002,500,5000,raw/rigorous/task_0649_L34_V4.10_R0.5_s4234002
650,rigorous,34,4.10,0.5,4234003,500,5000,raw/rigorous/task_0650_L34_V4.10_R0.5_s4234003
651,rigorous,34,4.10,0.5,4234004,500,5000,raw/rigorous/task_0651_L34_V4.10_R0.5_s4234004
652,rigorous,34,4.10,0.5,4234005,500,5000,raw/rigorous/task_0652_L34_V4.10_R0.5_s4234005
653,rigorous,34,4.10,0.5,4234006,500,5000,raw/rigorous/task_0653_L34_V4.10_R0.5_s4234006
654,rigorous,34,4.10,0.5,4234007,500,5000,raw/rigorous/task_0654_L34_V4.10_R0.5_s4234007
655,rigorous,34,4.10,0.5,4234008,500,5000,raw/rigorous/task_0655_L34_V4.10_R0.5_s4234008
656,rigorous,34,4.10,0.5,4234009,500,5000,raw/rigorous/task_0656_L34_V4.10_R0.5_s4234009
657,rigorous,34,4.10,0.5,4234010,500,5000,raw/rigorous/task_0657_L34_V4.10_R0.5_s4234010
658,rigorous,34,4.10,0.5,4234011,500,5000,raw/rigorous/task_0658_L34_V4.10_R0.5_s4234011
659,rigorous,34,4.10,0.5,4234012,500,5000,raw/rigorous/task_0659_L34_V4.10_R0.5_s4234012
660,rigorous,34,4.10,1.0,4234001,500,5000,raw/rigorous/task_0660_L34_V4.10_R1.0_s4234001
661,rigorous,34,4.10,1.0,4234002,500,5000,raw/rigorous/task_0661_L34_V4.10_R1.0_s4234002
662,rigorous,34,4.10,1.0,4234003,500,5000,raw/rigorous/task_0662_L34_V4.10_R1.0_s4234003
663,rigorous,34,4.10,1.0,4234004,500,5000,raw/rigorous/task_0663_L34_V4.10_R1.0_s4234004
664,rigorous,34,4.10,1.0,4234005,500,5000,raw/rigorous/task_0664_L34_V4.10_R1.0_s4234005
665,rigorous,34,4.10,1.0,4234006,500,5000,raw/rigorous/task_0665_L34_V4.10_R1.0_s4234006
666,rigorous,34,4.10,1.0,4234007,500,5000,raw/rigorous/task_0666_L34_V4.10_R1.0_s4234007
667,rigorous,34,4.10,1.0,4234008,500,5000,raw/rigorous/task_0667_L34_V4.10_R1.0_s4234008
668,rigorous,34,4.10,1.0,4234009,500,5000,raw/rigorous/task_0668_L34_V4.10_R1.0_s4234009
669,rigorous,34,4.10,1.0,4234010,500,5000,raw/rigorous/task_0669_L34_V4.10_R1.0_s4234010
670,rigorous,34,4.10,1.0,4234011,500,5000,raw/rigorous/task_0670_L34_V4.10_R1.0_s4234011
671,rigorous,34,4.10,1.0,4234012,500,5000,raw/rigorous/task_0671_L34_V4.10_R1.0_s4234012
672,rigorous,34,4.10,2.0,4234001,500,5000,raw/rigorous/task_0672_L34_V4.10_R2.0_s4234001
673,rigorous,34,4.10,2.0,4234002,500,5000,raw/rigorous/task_0673_L34_V4.10_R2.0_s4234002
674,rigorous,34,4.10,2.0,4234003,500,5000,raw/rigorous/task_0674_L34_V4.10_R2.0_s4234003
675,rigorous,34,4.10,2.0,4234004,500,5000,raw/rigorous/task_0675_L34_V4.10_R2.0_s4234004
676,rigorous,34,4.10,2.0,4234005,500,5000,raw/rigorous/task_0676_L34_V4.10_R2.0_s4234005
677,rigorous,34,4.10,2.0,4234006,500,5000,raw/rigorous/task_0677_L34_V4.10_R2.0_s4234006
678,rigorous,34,4.10,2.0,4234007,500,5000,raw/rigorous/task_0678_L34_V4.10_R2.0_s4234007
679,rigorous,34,4.10,2.0,4234008,500,5000,raw/rigorous/task_0679_L34_V4.10_R2.0_s4234008
680,rigorous,34,4.10,2.0,4234009,500,5000,raw/rigorous/task_0680_L34_V4.10_R2.0_s4234009
681,rigorous,34,4.10,2.0,4234010,500,5000,raw/rigorous/task_0681_L34_V4.10_R2.0_s4234010
682,rigorous,34,4.10,2.0,4234011,500,5000,raw/rigorous/task_0682_L34_V4.10_R2.0_s4234011
683,rigorous,34,4.10,2.0,4234012,500,5000,raw/rigorous/task_0683_L34_V4.10_R2.0_s4234012
684,rigorous,34,4.15,0.5,4234001,500,5000,raw/rigorous/task_0684_L34_V4.15_R0.5_s4234001
685,rigorous,34,4.15,0.5,4234002,500,5000,raw/rigorous/task_0685_L34_V4.15_R0.5_s4234002
686,rigorous,34,4.15,0.5,4234003,500,5000,raw/rigorous/task_0686_L34_V4.15_R0.5_s4234003
687,rigorous,34,4.15,0.5,4234004,500,5000,raw/rigorous/task_0687_L34_V4.15_R0.5_s4234004
688,rigorous,34,4.15,0.5,4234005,500,5000,raw/rigorous/task_0688_L34_V4.15_R0.5_s4234005
689,rigorous,34,4.15,0.5,4234006,500,5000,raw/rigorous/task_0689_L34_V4.15_R0.5_s4234006
690,rigorous,34,4.15,0.5,4234007,500,5000,raw/rigorous/task_0690_L34_V4.15_R0.5_s4234007
691,rigorous,34,4.15,0.5,4234008,500,5000,raw/rigorous/task_0691_L34_V4.15_R0.5_s4234008
692,rigorous,34,4.15,0.5,4234009,500,5000,raw/rigorous/task_0692_L34_V4.15_R0.5_s4234009
693,rigorous,34,4.15,0.5,4234010,500,5000,raw/rigorous/task_0693_L34_V4.15_R0.5_s4234010
694,rigorous,34,4.15,0.5,4234011,500,5000,raw/rigorous/task_0694_L34_V4.15_R0.5_s4234011
695,rigorous,34,4.15,0.5,4234012,500,5000,raw/rigorous/task_0695_L34_V4.15_R0.5_s4234012
696,rigorous,34,4.15,1.0,4234001,500,5000,raw/rigorous/task_0696_L34_V4.15_R1.0_s4234001
697,rigorous,34,4.15,1.0,4234002,500,5000,raw/rigorous/task_0697_L34_V4.15_R1.0_s4234002
698,rigorous,34,4.15,1.0,4234003,500,5000,raw/rigorous/task_0698_L34_V4.15_R1.0_s4234003
699,rigorous,34,4.15,1.0,4234004,500,5000,raw/rigorous/task_0699_L34_V4.15_R1.0_s4234004
700,rigorous,34,4.15,1.0,4234005,500,5000,raw/rigorous/task_0700_L34_V4.15_R1.0_s4234005
701,rigorous,34,4.15,1.0,4234006,500,5000,raw/rigorous/task_0701_L34_V4.15_R1.0_s4234006
702,rigorous,34,4.15,1.0,4234007,500,5000,raw/rigorous/task_0702_L34_V4.15_R1.0_s4234007
703,rigorous,34,4.15,1.0,4234008,500,5000,raw/rigorous/task_0703_L34_V4.15_R1.0_s4234008
704,rigorous,34,4.15,1.0,4234009,500,5000,raw/rigorous/task_0704_L34_V4.15_R1.0_s4234009
705,rigorous,34,4.15,1.0,4234010,500,5000,raw/rigorous/task_0705_L34_V4.15_R1.0_s4234010
706,rigorous,34,4.15,1.0,4234011,500,5000,raw/rigorous/task_0706_L34_V4.15_R1.0_s4234011
707,rigorous,34,4.15,1.0,4234012,500,5000,raw/rigorous/task_0707_L34_V4.15_R1.0_s4234012
708,rigorous,34,4.15,2.0,4234001,500,5000,raw/rigorous/task_0708_L34_V4.15_R2.0_s4234001
709,rigorous,34,4.15,2.0,4234002,500,5000,raw/rigorous/task_0709_L34_V4.15_R2.0_s4234002
710,rigorous,34,4.15,2.0,4234003,500,5000,raw/rigorous/task_0710_L34_V4.15_R2.0_s4234003
711,rigorous,34,4.15,2.0,4234004,500,5000,raw/rigorous/task_0711_L34_V4.15_R2.0_s4234004
712,rigorous,34,4.15,2.0,4234005,500,5000,raw/rigorous/task_0712_L34_V4.15_R2.0_s4234005
713,rigorous,34,4.15,2.0,4234006,500,5000,raw/rigorous/task_0713_L34_V4.15_R2.0_s4234006
714,rigorous,34,4.15,2.0,4234007,500,5000,raw/rigorous/task_0714_L34_V4.15_R2.0_s4234007
715,rigorous,34,4.15,2.0,4234008,500,5000,raw/rigorous/task_0715_L34_V4.15_R2.0_s4234008
716,rigorous,34,4.15,2.0,4234009,500,5000,raw/rigorous/task_0716_L34_V4.15_R2.0_s4234009
717,rigorous,34,4.15,2.0,4234010,500,5000,raw/rigorous/task_0717_L34_V4.15_R2.0_s4234010
718,rigorous,34,4.15,2.0,4234011,500,5000,raw/rigorous/task_0718_L34_V4.15_R2.0_s4234011
719,rigorous,34,4.15,2.0,4234012,500,5000,raw/rigorous/task_0719_L34_V4.15_R2.0_s4234012
720,rigorous,34,4.20,0.5,4234001,500,5000,raw/rigorous/task_0720_L34_V4.20_R0.5_s4234001
721,rigorous,34,4.20,0.5,4234002,500,5000,raw/rigorous/task_0721_L34_V4.20_R0.5_s4234002
722,rigorous,34,4.20,0.5,4234003,500,5000,raw/rigorous/task_0722_L34_V4.20_R0.5_s4234003
723,rigorous,34,4.20,0.5,4234004,500,5000,raw/rigorous/task_0723_L34_V4.20_R0.5_s4234004
724,rigorous,34,4.20,0.5,4234005,500,5000,raw/rigorous/task_0724_L34_V4.20_R0.5_s4234005
725,rigorous,34,4.20,0.5,4234006,500,5000,raw/rigorous/task_0725_L34_V4.20_R0.5_s4234006
726,rigorous,34,4.20,0.5,4234007,500,5000,raw/rigorous/task_0726_L34_V4.20_R0.5_s4234007
727,rigorous,34,4.20,0.5,4234008,500,5000,raw/rigorous/task_0727_L34_V4.20_R0.5_s4234008
728,rigorous,34,4.20,0.5,4234009,500,5000,raw/rigorous/task_0728_L34_V4.20_R0.5_s4234009
729,rigorous,34,4.20,0.5,4234010,500,5000,raw/rigorous/task_0729_L34_V4.20_R0.5_s4234010
730,rigorous,34,4.20,0.5,4234011,500,5000,raw/rigorous/task_0730_L34_V4.20_R0.5_s4234011
731,rigorous,34,4.20,0.5,4234012,500,5000,raw/rigorous/task_0731_L34_V4.20_R0.5_s4234012
732,rigorous,34,4.20,1.0,4234001,500,5000,raw/rigorous/task_0732_L34_V4.20_R1.0_s4234001
733,rigorous,34,4.20,1.0,4234002,500,5000,raw/rigorous/task_0733_L34_V4.20_R1.0_s4234002
