task_id,campaign,L,Vf,rate,seed,burn,measurements,output_dir
37,rigorous,26,3.80,0.5,4226002,500,5000,raw/rigorous/task_0037_L26_V3.80_R0.5_s4226002
38,rigorous,26,3.80,0.5,4226003,500,5000,raw/rigorous/task_0038_L26_V3.80_R0.5_s4226003
39,rigorous,26,3.80,0.5,4226004,500,5000,raw/rigorous/task_0039_L26_V3.80_R0.5_s4226004
40,rigorous,26,3.80,0.5,4226005,500,5000,raw/rigorous/task_0040_L26_V3.80_R0.5_s4226005
41,rigorous,26,3.80,0.5,4226006,500,5000,raw/rigorous/task_0041_L26_V3.80_R0.5_s4226006
42,rigorous,26,3.80,0.5,4226007,500,5000,raw/rigorous/task_0042_L26_V3.80_R0.5_s4226007
43,rigorous,26,3.80,0.5,4226008,500,5000,raw/rigorous/task_0043_L26_V3.80_R0.5_s4226008
44,rigorous,26,3.80,0.5,4226009,500,5000,raw/rigorous/task_0044_L26_V3.80_R0.5_s4226009
45,rigorous,26,3.80,0.5,4226010,500,5000,raw/rigorous/task_0045_L26_V3.80_R0.5_s4226010
46,rigorous,26,3.80,0.5,4226011,500,5000,raw/rigorous/task_0046_L26_V3.80_R0.5_s4226011
47,rigorous,26,3.80,0.5,4226012,500,5000,raw/rigorous/task_0047_L26_V3.80_R0.5_s4226012
48,rigorous,26,3.80,1.0,4226001,500,5000,raw/rigorous/task_0048_L26_V3.80_R1.0_s4226001
49,rigorous,26,3.80,1.0,4226002,500,5000,raw/rigorous/task_0049_L26_V3.80_R1.0_s4226002
50,rigorous,26,3.80,1.0,4226003,500,5000,raw/rigorous/task_0050_L26_V3.80_R1.0_s4226003
51,rigorous,26,3.80,1.0,4226004,500,5000,raw/rigorous/task_0051_L26_V3.80_R1.0_s4226004
52,rigorous,26,3.80,1.0,4226005,500,5000,raw/rigorous/task_0052_L26_V3.80_R1.0_s4226005
53,rigorous,26,3.80,1.0,4226006,500,5000,raw/rigorous/task_0053_L26_V3.80_R1.0_s4226006
54,rigorous,26,3.80,1.0,4226007,500,5000,raw/rigorous/task_0054_L26_V3.80_R1.0_s4226007
55,rigorous,26,3.80,1.0,4226008,500,5000,raw/rigorous/task_0055_L26_V3.80_R1.0_s4226008
56,rigorous,26,3.80,1.0,4226009,500,5000,raw/rigorous/task_0056_L26_V3.80_R1.0_s4226009
57,rigorous,26,3.80,1.0,4226010,500,5000,raw/rigorous/task_0057_L26_V3.80_R1.0_s4226010
58,rigorous,26,3.80,1.0,4226011,500,5000,raw/rigorous/task_0058_L26_V3.80_R1.0_s4226011
59,rigorous,26,3.80,1.0,4226012,500,5000,raw/rigorous/task_0059_L26_V3.80_R1.0_s4226012
60,rigorous,26,3.80,2.0,4226001,500,5000,raw/rigorous/task_0060_L26_V3.80_R2.0_s4226001
61,rigorous,26,3.80,2.0,4226002,500,5000,raw/rigorous/task_0061_L26_V3.80_R2.0_s4226002
62,rigorous,26,3.80,2.0,4226003,500,5000,raw/rigorous/task_0062_L26_V3.80_R2.0_s4226003
63,rigorous,26,3.80,2.0,4226004,500,5000,raw/rigorous/task_0063_L26_V3.80_R2.0_s4226004
64,rigorous,26,3.80,2.0,4226005,500,5000,raw/rigorous/task_0064_L26_V3.80_R2.0_s4226005
65,rigorous,26,3.80,2.0,4226006,500,5000,raw/rigorous/task_0065_L26_V3.80_R2.0_s4226006
66,rigorous,26,3.80,2.0,4226007,500,5000,raw/rigorous/task_0066_L26_V3.80_R2.0_s4226007
67,rigorous,26,3.80,2.0,4226008,500,5000,raw/rigorous/task_0067_L26_V3.80_R2.0_s4226008
68,rigorous,26,3.80,2.0,4226009,500,5000,raw/rigorous/task_0068_L26_V3.80_R2.0_s4226009
69,rigorous,26,3.80,2.0,4226010,500,5000,raw/rigorous/task_0069_L26_V3.80_R2.0_s4226010
70,rigorous,26,3.80,2.0,4226011,500,5000,raw/rigorous/task_0070_L26_V3.80_R2.0_s4226011
71,rigorous,26,3.80,2.0,4226012,500,5000,raw/rigorous/task_0071_L26_V3.80_R2.0_s4226012
72,rigorous,26,3.85,0.5,4226001,500,5000,raw/rigorous/task_0072_L26_V3.85_R0.5_s4226001
73,rigorous,26,3.85,0.5,4226002,500,5000,raw/rigorous/task_0073_L26_V3.85_R0.5_s4226002
74,rigorous,26,3.85,0.5,4226003,500,5000,raw/rigorous/task_0074_L26_V3.85_R0.5_s4226003
75,rigorous,26,3.85,0.5,4226004,500,5000,raw/rigorous/task_0075_L26_V3.85_R0.5_s4226004
76,rigorous,26,3.85,0.5,4226005,500,5000,raw/rigorous/task_0076_L26_V3.85_R0.5_s4226005
77,rigorous,26,3.85,0.5,4226006,500,5000,raw/rigorous/task_0077_L26_V3.85_R0.5_s4226006
78,rigorous,26,3.85,0.5,4226007,500,5000,raw/rigorous/task_0078_L26_V3.85_R0.5_s4226007
79,rigorous,26,3.85,0.5,4226008,500,5000,raw/rigorous/task_0079_L26_V3.85_R0.5_s4226008
80,rigorous,26,3.85,0.5,4226009,500,5000,raw/rigorous/task_0080_L26_V3.85_R0.5_s4226009
81,rigorous,26,3.85,0.5,4226010,500,5000,raw/rigorous/task_0081_L26_V3.85_R0.5_s4226010
82,rigorous,26,3.85,0.5,4226011,500,5000,raw/rigorous/task_0082_L26_V3.85_R0.5_s4226011
83,rigorous,26,3.85,0.5,4226012,500,5000,raw/rigorous/task_0083_L26_V3.85_R0.5_s4226012
84,rigorous,26,3.85,1.0,4226001,500,5000,raw/rigorous/task_0084_L26_V3.85_R1.0_s4226001
85,rigorous,26,3.85,1.0,4226002,500,5000,raw/rigorous/task_0085_L26_V3.85_R1.0_s4226002
86,rigorous,26,3.85,1.0,4226003,500,5000,raw/rigorous/task_0086_L26_V3.85_R1.0_s4226003
87,rigorous,26,3.85,1.0,4226004,500,5000,raw/rigorous/task_0087_L26_V3.85_R1.0_s4226004
88,rigorous,26,3.85,1.0,4226005,500,5000,raw/rigorous/task_0088_L26_V3.85_R1.0_s4226005
89,rigorous,26,3.85,1.0,4226006,500,5000,raw/rigorous/task_0089_L26_V3.85_R1.0_s4226006
90,rigorous,26,3.85,1.0,4226007,500,5000,raw/rigorous/task_0090_L26_V3.85_R1.0_s4226007
91,rigorous,26,3.85,1.0,4226008,500,5000,raw/rigorous/task_0091_L26_V3.85_R1.0_s4226008
92,rigorous,26,3.85,1.0,4226009,500,5000,raw/rigorous/task_0092_L26_V3.85_R1.0_s4226009
93,rigorous,26,3.85,1.0,4226010,500,5000,raw/rigorous/task_0093_L26_V3.85_R1.0_s4226010
94,rigorous,26,3.85,1.0,4226011,500,5000,raw/rigorous/task_0094_L26_V3.85_R1.0_s4226011
95,rigorous,26,3.85,1.0,4226012,500,5000,raw/rigorous/task_0095_L26_V3.85_R1.0_s4226012
96,rigorous,26,3.85,2.0,4226001,500,5000,raw/rigorous/task_0096_L26_V3.85_R2.0_s4226001
97,rigorous,26,3.85,2.0,4226002,500,5000,raw/rigorous/task_0097_L26_V3.85_R2.0_s4226002
98,rigorous,26,3.85,2.0,4226003,500,5000,raw/rigorous/task_0098_L26_V3.85_R2.0_s4226003
99,rigorous,26,3.85,2.0,4226004,500,5000,raw/rigorous/task_0099_L26_V3.85_R2.0_s4226004
100,rigorous,26,3.85,2.0,4226005,500,5000,raw/rigorous/task_0100_L26_V3.85_R2.0_s4226005
101,rigorous,26,3.85,2.0,4226006,500,5000,raw/rigorous/task_0101_L26_V3.85_R2.0_s4226006
102,rigorous,26,3.85,2.0,4226007,500,5000,raw/rigorous/task_0102_L26_V3.85_R2.0_s4226007
103,rigorous,26,3.85,2.0,4226008,500,5000,raw/rigorous/task_0103_L26_V3.85_R2.0_s4226008
104,rigorous,26,3.85,2.0,4226009,500,5000,raw/rigorous/task_0104_L26_V3.85_R2.0_s4226009
105,rigorous,26,3.85,2.0,4226010,500,5000,raw/rigorous/task_0105_L26_V3.85_R2.0_s4226010
106,rigorous,26,3.85,2.0,4226011,500,5000,raw/rigorous/task_0106_L26_V3.85_R2.0_s4226011
107,rigorous,26,3.85,2.0,4226012,500,5000,raw/rigorous/task_0107_L26_V3.85_R2.0_s4226012
108,rigorous,26,3.90,0.5,4226001,500,5000,raw/rigorous/task_0108_L26_V3.90_R0.5_s4226001
109,rigorous,26,3.90,0.5,4226002,500,5000,raw/rigorous/task_0109_L26_V3.90_R0.5_s4226002
110,rigorous,26,3.90,0.5,4226003,500,5000,raw/rigorous/task_0110_L26_V3.90_R0.5_s4226003
111,rigorous,26,3.90,0.5,4226004,500,5000,raw/rigorous/task_0111_L26_V3.90_R0.5_s4226004
112,rigorous,26,3.90,0.5,4226005,500,5000,raw/rigorous/task_0112_L26_V3.90_R0.5_s4226005
113,rigorous,26,3.90,0.5,4226006,500,5000,raw/rigorous/task_0113_L26_V3.90_R0.5_s4226006
114,rigorous,26,3.90,0.5,4226007,500,5000,raw/rigorous/task_0114_L26_V3.90_R0.5_s4226007
115,rigorous,26,3.90,0.5,4226008,500,5000,raw/rigorous/task_0115_L26_V3.90_R0.5_s4226008
116,rigorous,26,3.90,0.5,4226009,500,5000,raw/rigorous/task_0116_L26_V3.90_R0.5_s4226009
117,rigorous,26,3.90,0.5,4226010,500,5000,raw/rigorous/task_0117_L26_V3.90_R0.5_s4226010
118,rigorous,26,3.90,0.5,4226011,500,5000,raw/rigorous/task_0118_L26_V3.90_R0.5_s4226011
119,rigorous,26,3.90,0.5,4226012,500,5000,raw/rigorous/task_0119_L26_V3.90_R0.5_s4226012
120,rigorous,26,3.90,1.0,4226001,500,5000,raw/rigorous/task_0120_L26_V3.90_R1.0_s4226001
121,rigorous,26,3.90,1.0,4226002,500,5000,raw/rigorous/task_0121_L26_V3.90_R1.0_s4226002
122,rigorous,26,3.90,1.0,4226003,500,5000,raw/rigorous/task_0122_L26_V3.90_R1.0_s4226003
123,rigorous,26,3.90,1.0,4226004,500,5000,raw/rigorous/task_0123_L26_V3.90_R1.0_s4226004
124,rigorous,26,3.90,1.0,4226005,500,5000,raw/rigorous/task_0124_L26_V3.90_R1.0_s4226005
125,rigorous,26,3.90,1.0,4226006,500,5000,raw/rigorous/task_0125_L26_V3.90_R1.0_s4226006
126,rigorous,26,3.90,1.0,4226007,500,5000,raw/rigorous/task_0126_L26_V3.90_R1.0_s4226007
127,rigorous,26,3.90,1.0,4226008,500,5000,raw/rigorous/task_0127_L26_V3.90_R1.0_s4226008
128,rigorous,26,3.90,1.0,4226009,500,5000,raw/rigorous/task_0128_L26_V3.90_R1.0_s4226009
129,rigorous,26,3.90,1.0,4226010,500,5000,raw/rigorous/task_0129_L26_V3.90_R1.0_s4226010
130,rigorous,26,3.90,1.0,4226011,500,5000,raw/rigorous/task_0130_L26_V3.90_R1.0_s4226011
131,rigorous,26,3.90,1.0,4226012,500,5000,raw/rigorous/task_0131_L26_V3.90_R1.0_s4226012
132,rigorous,26,3.90,2.0,4226001,500,5000,raw/rigorous/task_0132_L26_V3.90_R2.0_s4226001
133,rigorous,26,3.90,2.0,4226002,500,5000,raw/rigorous/task_0133_L26_V3.90_R2.0_s4226002
134,rigorous,26,3.90,2.0,4226003,500,5000,raw/rigorous/task_0134_L26_V3.90_R2.0_s4226003
135,rigorous,26,3.90,2.0,4226004,500,5000,raw/rigorous/task_0135_L26_V3.90_R2.0_s4226004
136,rigorous,26,3.90,2.0,4226005,500,5000,raw/rigorous/task_0136_L26_V3.90_R2.0_s4226005
137,rigorous,26,3.90,2.0,4226006,500,5000,raw/rigorous/task_0137_L26_V3.90_R2.0_s4226006
138,rigorous,26,3.90,2.0,4226007,500,5000,raw/rigorous/task_0138_L26_V3.90_R2.0_s4226007
139,rigorous,26,3.90,2.0,4226008,500,5000,raw/rigorous/task_0139_L26_V3.90_R2.0_s4226008
140,rigorous,26,3.90,2.0,4226009,500,5000,raw/rigorous/task_0140_L26_V3.90_R2.0_s4226009
141,rigorous,26,3.90,2.0,4226010,500,5000,raw/rigorous/task_0141_L26_V3.90_R2.0_s4226010
142,rigorous,26,3.90,2.0,4226011,500,5000,raw/rigorous/task_0142_L26_V3.90_R2.0_s4226011
143,rigorous,26,3.90,2.0,4226012,500,5000,raw/rigorous/task_0143_L26_V3.90_R2.0_s4226012
144,rigorous,26,3.95,0.5,4226001,500,5000,raw/rigorous/task_0144_L26_V3.95_R0.5_s4226001
145,rigorous,26,3.95,0.5,4226002,500,5000,raw/rigorous/task_0145_L26_V3.95_R0.5_s4226002
146,rigorous,26,3.95,0.5,4226003,500,5000,raw/rigorous/task_0146_L26_V3.95_R0.5_s4226003
147,rigorous,26,3.95,0.5,4226004,500,5000,raw/rigorous/task_0147_L26_V3.95_R0.5_s4226004
148,rigorous,26,3.95,0.5,4226005,500,5000,raw/rigorous/task_0148_L26_V3.95_R0.5_s4226005
149,rigorous,26,3.95,0.5,4226006,500,5000,raw/rigorous/task_0149_L26_V3.95_R0.5_s4226006
150,rigorous,26,3.95,0.5,4226007,500,5000,raw/rigorous/task_0150_L26_V3.95_R0.5_s4226007
151,rigorous,26,3.95,0.5,4226008,500,5000,raw/rigorous/task_0151_L26_V3.95_R0.5_s4226008
152,rigorous,26,3.95,0.5,4226009,500,5000,raw/rigorous/task_0152_L26_V3.95_R0.5_s4226009
153,rigorous,26,3.95,0.5,4226010,500,5000,raw/rigorous/task_0153_L26_V3.95_R0.5_s4226010
154,rigorous,26,3.95,0.5,4226011,500,5000,raw/rigorous/task_0154_L26_V3.95_R0.5_s4226011
155,rigorous,26,3.95,0.5,4226012,500,5000,raw/rigorous/task_0155_L26_V3.95_R0.5_s4226012
156,rigorous,26,3.95,1.0,4226001,500,5000,raw/rigorous/task_0156_L26_V3.95_R1.0_s4226001
157,rigorous,26,3.95,1.0,4226002,500,5000,raw/rigorous/task_0157_L26_V3.95_R1.0_s4226002
158,rigorous,26,3.95,1.0,4226003,500,5000,raw/rigorous/task_0158_L26_V3.95_R1.0_s4226003
159,rigorous,26,3.95,1.0,4226004,500,5000,raw/rigorous/task_0159_L26_V3.95_R1.0_s4226004
160,rigorous,26,3.95,1.0,4226005,500,5000,raw/rigorous/task_0160_L26_V3.95_R1.0_s4226005
161,rigorous,26,3.95,1.0,4226006,500,5000,raw/rigorous/task_0161_L26_V3.95_R1.0_s4226006
162,rigorous,26,3.95,1.0,4226007,500,5000,raw/rigorous/task_0162_L26_V3.95_R1.0_s4226007
163,rigorous,26,3.95,1.0,4226008,500,5000,raw/rigorous/task_0163_L26_V3.95_R1.0_s4226008
164,rigorous,26,3.95,1.0,4226009,500,5000,raw/rigorous/task_0164_L26_V3.95_R1.0_s4226009
165,rigorous,26,3.95,1.0,4226010,500,5000,raw/rigorous/task_0165_L26_V3.95_R1.0_s4226010
166,rigorous,26,3.95,1.0,4226011,500,5000,raw/rigorous/task_0166_L26_V3.95_R1.0_s4226011
167,rigorous,26,3.95,1.0,4226012,500,5000,raw/rigorous/task_0167_L26_V3.95_R1.0_s4226012
168,rigorous,26,3.95,2.0,4226001,500,5000,raw/rigorous/task_0168_L26_V3.95_R2.0_s4226001
169,rigorous,26,3.95,2.0,4226002,500,5000,raw/rigorous/task_0169_L26_V3.95_R2.0_s4226002
170,rigorous,26,3.95,2.0,4226003,500,5000,raw/rigorous/task_0170_L26_V3.95_R2.0_s4226003
171,rigorous,26,3.95,2.0,4226004,500,5000,raw/rigorous/task_0171_L26_V3.95_R2.0_s4226004
172,rigorous,26,3.95,2.0,4226005,500,5000,raw/rigorous/task_0172_L26_V3.95_R2.0_s4226005
173,rigorous,26,3.95,2.0,4226006,500,5000,raw/rigorous/task_0173_L26_V3.95_R2.0_s4226006
174,rigorous,26,3.95,2.0,4226007,500,5000,raw/rigorous/task_0174_L26_V3.95_R2.0_s4226007
175,rigorous,26,3.95,2.0,4226008,500,5000,raw/rigorous/task_0175_L26_V3.95_R2.0_s4226008
176,rigorous,26,3.95,2.0,4226009,500,5000,raw/rigorous/task_0176_L26_V3.95_R2.0_s4226009
177,rigorous,26,3.95,2.0,4226010,500,5000,raw/rigorous/task_0177_L26_V3.95_R2.0_s4226010
178,rigorous,26,3.95,2.0,4226011,500,5000,raw/rigorous/task_0178_L26_V3.95_R2.0_s4226011
179,rigorous,26,3.95,2.0,4226012,500,5000,raw/rigorous/task_0179_L26_V3.95_R2.0_s4226012
180,rigorous,26,4.00,0.5,4226001,500,5000,raw/rigorous/task_0180_L26_V4.00_R0.5_s4226001
181,rigorous,26,4.00,0.5,4226002,500,5000,raw/rigorous/task_0181_L26_V4.00_R0.5_s4226002
182,rigorous,26,4.00,0.5,4226003,500,5000,raw/rigorous/task_0182_L26_V4.00_R0.5_s4226003
183,rigorous,26,4.00,0.5,4226004,500,5000,raw/rigorous/task_0183_L26_V4.00_R0.5_s4226004
184,rigorous,26,4.00,0.5,4226005,500,5000,raw/rigorous/task_0184_L26_V4.00_R0.5_s4226005
185,rigorous,26,4.00,0.5,4226006,500,5000,raw/rigorous/task_0185_L26_V4.00_R0.5_s4226006
186,rigorous,26,4.00,0.5,4226007,500,5000,raw/rigorous/task_0186_L26_V4.00_R0.5_s4226007
187,rigorous,26,4.00,0.5,4226008,500,5000,raw/rigorous/task_0187_L26_V4.00_R0.5_s4226008
188,rigorous,26,4.00,0.5,4226009,500,5000,raw/rigorous/task_0188_L26_V4.00_R0.5_s4226009
189,rigorous,26,4.00,0.5,4226010,500,5000,raw/rigorous/task_0189_L26_V4.00_R0.5_s4226010
190,rigorous,26,4.00,0.5,4226011,500,5000,raw/rigorous/task_0190_L26_V4.00_R0.5_s4226011
191,rigorous,26,4.00,0.5,4226012,500,5000,raw/rigorous/task_0191_L26_V4.00_R0.5_s4226012
192,rigorous,26,4.00,1.0,4226001,500,5000,raw/rigorous/task_0192_L26_V4.00_R1.0_s4226001
193,rigorous,26,4.00,1.0,4226002,500,5000,raw/rigorous/task_0193_L26_V4.00_R1.0_s4226002
194,rigorous,26,4.00,1.0,4226003,500,5000,raw/rigorous/task_0194_L26_V4.00_R1.0_s4226003
195,rigorous,26,4.00,1.0,4226004,500,5000,raw/rigorous/task_0195_L26_V4.00_R1.0_s4226004
196,rigorous,26,4.00,1.0,4226005,500,5000,raw/rigorous/task_0196_L26_V4.00_R1.0_s4226005
197,rigorous,26,4.00,1.0,4226006,500,5000,raw/rigorous/task_0197_L26_V4.00_R1.0_s4226006
198,rigorous,26,4.00,1.0,4226007,500,5000,raw/rigorous/task_0198_L26_V4.00_R1.0_s4226007
199,rigorous,26,4.00,1.0,4226008,500,5000,raw/rigorous/task_0199_L26_V4.00_R1.0_s4226008
200,rigorous,26,4.00,1.0,4226009,500,5000,raw/rigorous/task_0200_L26_V4.00_R1.0_s4226009
201,rigorous,26,4.00,1.0,4226010,500,5000,raw/rigorous/task_0201_L26_V4.00_R1.0_s4226010
202,rigorous,26,4.00,1.0,4226011,500,5000,raw/rigorous/task_0202_L26_V4.00_R1.0_s4226011
203,rigorous,26,4.00,1.0,4226012,500,5000,raw/rigorous/task_0203_L26_V4.00_R1.0_s4226012
204,rigorous,26,4.00,2.0,4226001,500,5000,raw/rigorous/task_0204_L26_V4.00_R2.0_s4226001
205,rigorous,26,4.00,2.0,4226002,500,5000,raw/rigorous/task_0205_L26_V4.00_R2.0_s4226002
206,rigorous,26,4.00,2.0,4226003,500,5000,raw/rigorous/task_0206_L26_V4.00_R2.0_s4226003
207,rigorous,26,4.00,2.0,4226004,500,5000,raw/rigorous/task_0207_L26_V4.00_R2.0_s4226004
208,rigorous,26,4.00,2.0,4226005,500,5000,raw/rigorous/task_0208_L26_V4.00_R2.0_s4226005
209,rigorous,26,4.00,2.0,4226006,500,5000,raw/rigorous/task_0209_L26_V4.00_R2.0_s4226006
210,rigorous,26,4.00,2.0,4226007,500,5000,raw/rigorous/task_0210_L26_V4.00_R2.0_s4226007
211,rigorous,26,4.00,2.0,4226008,500,5000,raw/rigorous/task_0211_L26_V4.00_R2.0_s4226008
212,rigorous,26,4.00,2.0,4226009,500,5000,raw/rigorous/task_0212_L26_V4.00_R2.0_s4226009
213,rigorous,26,4.00,2.0,4226010,500,5000,raw/rigorous/task_0213_L26_V4.00_R2.0_s4226010
214,rigorous,26,4.00,2.0,4226011,500,5000,raw/rigorous/task_0214_L26_V4.00_R2.0_s4226011
215,rigorous,26,4.00,2.0,4226012,500,5000,raw/rigorous/task_0215_L26_V4.00_R2.0_s4226012
216,rigorous,26,4.05,0.5,4226001,500,5000,raw/rigorous/task_0216_L26_V4.05_R0.5_s4226001
217,rigorous,26,4.05,0.5,4226002,500,5000,raw/rigorous/task_0217_L26_V4.05_R0.5_s4226002
218,rigorous,26,4.05,0.5,4226003,500,5000,raw/rigorous/task_0218_L26_V4.05_R0.5_s4226003
219,rigorous,26,4.05,0.5,4226004,500,5000,raw/rigorous/task_0219_L26_V4.05_R0.5_s4226004
220,rigorous,26,4.05,0.5,4226005,500,5000,raw/rigorous/task_0220_L26_V4.05_R0.5_s4226005
221,rigorous,26,4.05,0.5,4226006,500,5000,raw/rigorous/task_0221_L26_V4.05_R0.5_s4226006
222,rigorous,26,4.05,0.5,4226007,500,5000,raw/rigorous/task_0222_L26_V4.05_R0.5_s4226007
223,rigorous,26,4.05,0.5,4226008,500,5000,raw/rigorous/task_0223_L26_V4.05_R0.5_s4226008
224,rigorous,26,4.05,0.5,4226009,500,5000,raw/rigorous/task_0224_L26_V4.05_R0.5_s4226009
225,rigorous,26,4.05,0.5,4226010,500,5000,raw/rigorous/task_0225_L26_V4.05_R0.5_s4226010
226,rigorous,26,4.05,0.5,4226011,500,5000,raw/rigorous/task_0226_L26_V4.05_R0.5_s4226011
227,rigorous,26,4.05,0.5,4226012,500,5000,raw/rigorous/task_0227_L26_V4.05_R0.5_s4226012
228,rigorous,26,4.05,1.0,4226001,500,5000,raw/rigorous/task_0228_L26_V4.05_R1.0_s4226001
229,rigorous,26,4.05,1.0,4226002,500,5000,raw/rigorous/task_0229_L26_V4.05_R1.0_s4226002
230,rigorous,26,4.05,1.0,4226003,500,5000,raw/rigorous/task_0230_L26_V4.05_R1.0_s4226003
231,rigorous,26,4.05,1.0,4226004,500,5000,raw/rigorous/task_0231_L26_V4.05_R1.0_s4226004
232,rigorous,26,4.05,1.0,4226005,500,5000,raw/rigorous/task_0232_L26_V4.05_R1.0_s4226005
233,rigorous,26,4.05,1.0,4226006,500,5000,raw/rigorous/task_0233_L26_V4.05_R1.0_s4226006
234,rigorous,26,4.05,1.0,4226007,500,5000,raw/rigorous/task_0234_L26_V4.05_R1.0_s4226007
235,rigorous,26,4.05,1.0,4226008,500,5000,raw/rigorous/task_0235_L26_V4.05_R1.0_s4226008
236,rigorous,26,4.05,1.0,4226009,500,5000,raw/rigorous/task_0236_L26_V4.05_R1.0_s4226009
237,rigorous,26,4.05,1.0,4226010,500,5000,raw/rigorous/task_0237_L26_V4.05_R1.0_s4226010
238,rigorous,26,4.05,1.0,4226011,500,5000,raw/rigorous/task_0238_L26_V4.05_R1.0_s4226011
239,rigorous,26,4.05,1.0,4226012,500,5000,raw/rigorous/task_0239_L26_V4.05_R1.0_s4226012
240,rigorous,26,4.05,2.0,4226001,500,5000,raw/rigorous/task_0240_L26_V4.05_R2.0_s4226001
241,rigorous,26,4.05,2.0,4226002,500,5000,raw/rigorous/task_0241_L26_V4.05_R2.0_s4226002
242,rigorous,26,4.05,2.0,4226003,500,5000,raw/rigorous/task_0242_L26_V4.05_R2.0_s4226003
243,rigorous,26,4.05,2.0,4226004,500,5000,raw/rigorous/task_0243_L26_V4.05_R2.0_s4226004
