proposal,branch,index,block_boundary,stale_injected,uniform,new_ratio_real,new_ratio_imag,phase3e_ratio_real,phase3e_ratio_imag,legacy_ratio_real,legacy_ratio_imag,ratio_error_phase3e,ratio_error_legacy,z2_new,z2_phase3e,z2_legacy,status_match,precision_match,decision_new,decision_phase3e,decision_legacy,pre_residual_new,pre_residual_legacy,post_residual_new,post_residual_legacy,restore_count,saved_factors,legacy_fallbacks,status
122,bra,112,1,0,0.2183415998886917,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,240,0,PASS
123,ket,34,0,0,0.42155087954646914,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,80,0,PASS
124,ket,36,0,0,0.90000000000000002,0.10040080106773419,5.7008771254956895e-172,0.10040080106773419,5.7008771254956895e-172,0.10040080106773419,5.7008771254956895e-172,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4,240,0,PASS
125,bra,95,0,0,0.96646127164069962,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
126,bra,120,1,0,0.89176103134256002,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,176,0,PASS
127,bra,83,0,0,0.60442679604086758,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,160,0,PASS
128,ket,0,1,0,0.79715813823390969,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,80,0,PASS
129,bra,75,0,0,0.61962148435427922,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,96,0,PASS
130,ket,0,1,0,0.57686303216201484,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,96,0,PASS
131,ket,44,0,0,0.12299307959343743,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,160,0,PASS
132,ket,28,0,0,0.13778200633030607,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
133,bra,119,0,0,0.78614503782036727,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,64,0,PASS
134,ket,8,1,0,0.31704404178862305,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,32,0,PASS
135,bra,93,0,0,0.27277188941824815,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,80,0,PASS
136,ket,56,1,0,0.91093298343408835,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,176,0,PASS
137,bra,99,0,0,0.43939852992071821,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
138,ket,16,1,0,0.10726377875684466,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,80,0,PASS
139,bra,100,0,0,0.44999609840219085,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,80,0,PASS
140,ket,20,0,0,0.25808062133573245,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,80,0,PASS
141,bra,79,0,0,0.44473374857916748,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
142,ket,24,1,0,0.36625406999985211,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,144,0,PASS
143,bra,115,0,0,0.34817002826652416,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,64,0,PASS
144,ket,48,1,0,0.4546514185478332,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,112,0,PASS
145,bra,123,0,0,0.20396255101827515,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,96,0,PASS
146,ket,32,1,0,0.0043470658865133825,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,64,0,PASS
147,bra,103,0,0,0.84318334863528577,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,112,0,PASS
148,ket,12,0,0,0.55604726404024307,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,64,0,PASS
149,bra,103,0,0,0.7369738190685422,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,64,0,PASS
150,ket,40,1,0,0.74435837164100127,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
151,bra,123,0,0,0.41349032414053033,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,80,0,PASS
152,ket,40,1,0,0.33321251902480598,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,80,0,PASS
153,bra,83,0,0,0.9243112738963416,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
154,ket,48,1,0,0.67410502576630016,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,176,0,PASS
155,bra,97,0,0,0.90000000000000002,0.10040080106773419,5.4313902456001084e-172,0.10040080106773419,5.4313902456001084e-172,0.10040080106773419,5.4313902456001084e-172,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4,144,0,PASS
156,ket,4,0,0,0.64889325855407032,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,144,0,PASS
157,bra,127,0,0,0.52321200781973798,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,PASS
158,ket,56,1,0,0.92407706736162432,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,112,0,PASS
159,bra,82,0,0,0.57030810437528845,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
160,ket,32,1,0,0.25821359394834081,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,144,0,PASS
161,bra,107,0,0,0.41689818420574976,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,96,0,PASS
162,bra,64,1,0,0.54891243702247783,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
163,bra,72,1,0,0.72250497055870266,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
164,ket,60,0,0,0.049160643817555451,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
165,bra,87,0,0,0.84377637637097669,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
166,bra,72,1,0,0.85526174126264387,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
167,bra,113,0,0,0.78546837170590666,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
168,ket,24,1,0,0.7788784314099938,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,64,0,PASS
169,bra,67,0,0,0.70213526255225145,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
170,bra,80,1,0,0.0024154545406153689,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
171,bra,108,0,0,0.37956318824794594,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
172,ket,52,0,0,0.974998884924277,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
173,bra,111,0,0,0.61286025779739761,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
174,bra,88,1,0,0.36499169012574573,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
175,bra,105,0,0,0.34342080370952938,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
176,ket,16,1,0,0.80737943667231848,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,64,0,PASS
177,bra,91,0,0,0.94369512650054732,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,96,0,PASS
178,bra,96,1,0,0.85235149648463227,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
179,bra,103,0,0,0.73473525077924806,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,240,0,PASS
180,ket,44,0,0,0.59880551974733121,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
181,bra,71,0,0,0.14188096996228469,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
182,bra,104,1,0,0.98643758556980143,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
183,ket,15,0,0,0.38417684885749259,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,48,0,PASS
184,ket,8,1,0,0.21878920117520359,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,240,0,PASS
185,bra,115,0,0,0.35214461907607686,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,32,0,PASS
186,bra,112,1,0,0.90000000000000002,0.10040080106773419,5.0990195135927847e-172,0.10040080106773419,5.0990195135927847e-172,0.10040080106773419,5.5226805085936302e-172,0,4.2196973579426691e-172,1,1,1,1,1,0,0,0,0,0,0,0,4,240,0,PASS
187,ket,46,0,0,0.60060916556767097,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,96,0,PASS
188,ket,36,0,0,0.13331897649708155,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
189,bra,95,0,0,0.45562670338906502,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
190,bra,120,1,0,0.36451251488509645,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,176,0,PASS
191,bra,114,0,0,0.34345577154369378,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,2,224,0,PASS
192,ket,0,1,0,0.41688900929690076,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,16,0,PASS
193,bra,75,0,0,0.35651253537765076,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,96,0,PASS
194,ket,0,1,0,0.67418892639146577,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,96,0,PASS
195,bra,112,1,0,0.30780245724496796,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,16,0,PASS
196,ket,28,0,0,0.68353655145543035,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,64,0,PASS
197,bra,119,0,0,0.56087447840304772,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,64,0,PASS
198,ket,8,1,0,0.21501358613035138,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,32,0,PASS
199,bra,90,0,0,0.70694995461387922,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,80,0,PASS
200,ket,56,1,0,0.89918251809352645,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,176,0,PASS
201,bra,99,0,0,0.72334884899414931,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
202,ket,16,1,0,0.72728150173311279,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,80,0,PASS
203,ket,56,1,0,0.50810228030715188,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
204,ket,20,0,0,0.63975153379488736,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
205,bra,79,0,0,0.53905740437925131,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
206,ket,24,1,0,0.61107491679654302,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,144,0,PASS
207,ket,24,1,0,0.27794976854235254,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,240,0,PASS
208,ket,48,1,0,0.3060104244005134,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
209,bra,123,0,0,0.38249846187481007,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,96,0,PASS
210,ket,32,1,0,0.19390084220868889,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,64,0,PASS
211,ket,37,0,0,0.14406821551546067,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,240,0,PASS
212,ket,12,0,0,0.070087761119126318,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
213,bra,103,0,0,0.20596725295279364,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,64,0,PASS
214,ket,40,1,0,0.49196485534651202,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
215,ket,53,0,0,0.89556223286781245,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
216,ket,40,1,0,0.91071495352520926,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
217,bra,83,0,0,0.90000000000000002,0.10040080106773419,5.8736700622353651e-172,0.10040080106773419,5.8736700622353651e-172,0.10040080106773419,5.8736700622353651e-172,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4,160,0,PASS
218,ket,48,1,0,0.6971502228964982,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,240,0,PASS
219,bra,93,0,0,0.64340298241413285,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
220,ket,4,0,0,0.84166175315136915,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,64,0,PASS
221,bra,127,0,0,0.9271891941619308,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,PASS
222,ket,56,1,0,0.074085597599881675,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,112,0,PASS
223,ket,10,0,0,0.60488237513890164,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,144,0,PASS
224,ket,32,1,0,0.69807291375743774,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
225,bra,107,0,0,0.38333034489745443,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,96,0,PASS
226,bra,64,1,0,0.92842248351836543,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
227,bra,113,0,0,0.18464421944276624,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,144,0,PASS
228,ket,60,0,0,0.072133779931437325,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
229,bra,87,0,0,0.078134963915573855,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
230,bra,72,1,0,0.67790728620064922,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
231,ket,42,0,0,0.63357183923783034,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,176,0,PASS
232,ket,24,1,0,0.13934985008194997,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
233,bra,67,0,0,0.23183432715028363,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
234,bra,80,1,0,0.534616084267312,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
235,ket,26,0,0,0.87655776076767955,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
236,ket,52,0,0,0.85986905106949352,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
237,bra,111,0,0,0.51619497823328908,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
238,bra,88,1,0,0.13991693137448474,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
239,bra,112,1,0,0.66009399716661843,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
240,ket,16,1,0,0.76394041485103659,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,48,0,PASS
241,bra,91,0,0,0.19809149633637649,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,96,0,PASS
242,bra,96,1,0,0.15423110311358434,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
243,bra,123,0,0,0.85559491928702036,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,192,0,PASS
244,ket,44,0,0,0.95808015384976408,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,80,0,PASS
245,bra,71,0,0,0.50875583962500093,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
246,bra,104,1,0,0.1562404600347331,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
247,bra,99,0,0,0.5303370006469369,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
248,ket,8,1,0,0.90000000000000002,0.09960079893439916,0,0.09960079893439916,0,0.09960079893439916,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4,64,0,PASS
249,bra,115,0,0,0.67524382558979024,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
250,bra,112,1,0,0.39345694712109375,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,240,0,PASS
