proposal,branch,index,block_boundary,stale_injected,uniform,new_ratio_real,new_ratio_imag,phase3e_ratio_real,phase3e_ratio_imag,legacy_ratio_real,legacy_ratio_imag,ratio_error_phase3e,ratio_error_legacy,z2_new,z2_phase3e,z2_legacy,status_match,precision_match,decision_new,decision_phase3e,decision_legacy,pre_residual_new,pre_residual_legacy,post_residual_new,post_residual_legacy,restore_count,saved_factors,legacy_fallbacks,status
381,bra,95,0,0,0.12369216272514881,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
382,bra,120,1,0,0.11558182257455228,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,2,176,0,PASS
383,bra,82,0,0,0.48968552577601471,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,160,0,PASS
384,ket,0,1,0,0.89788936481292403,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,80,0,PASS
385,bra,75,0,0,0.56433242690171836,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,96,0,PASS
386,ket,0,1,0,0.77926835921176152,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,96,0,PASS
387,ket,59,0,0,0.4366117869669971,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,128,0,PASS
388,ket,28,0,0,0.23054678214803362,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,176,0,PASS
389,bra,119,0,0,0.91688252719098928,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,64,0,PASS
390,ket,8,1,0,0.58892166768000898,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,32,0,PASS
391,ket,4,0,0,0.022764792938815375,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,224,0,PASS
392,ket,56,1,0,0.054384308554226414,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,128,0,PASS
393,bra,99,0,0,0.7985958543957582,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
394,ket,16,1,0,0.67774560199790157,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,80,0,PASS
395,bra,78,0,0,0.6218308744723251,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
396,ket,20,0,0,0.95207869865953509,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
397,bra,79,0,0,0.62985826222170982,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
398,ket,24,1,0,0.18464824571122698,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,144,0,PASS
399,ket,48,1,0,0.3538765598540875,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
400,ket,48,1,0,0.81708422403280845,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,240,0,PASS
401,bra,123,0,0,0.31062478864200355,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,96,0,PASS
402,ket,32,1,0,0.88019085944613806,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,64,0,PASS
403,bra,92,0,0,0.90000000000000002,0.10040080106773419,5.0990195135927847e-172,0.10040080106773419,5.0990195135927847e-172,0.10040080106773419,5.0990195135927847e-172,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4,128,0,PASS
404,ket,12,0,0,0.091647281338494702,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
405,bra,103,0,0,0.72606064793601788,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,64,0,PASS
406,ket,40,1,0,0.54503403613995904,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
407,ket,23,0,0,0.16195726447944001,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
408,ket,40,1,0,0.16660386137417421,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
409,bra,83,0,0,0.54944328293524958,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
410,ket,48,1,0,0.41883375310610504,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,176,0,PASS
411,ket,37,0,0,0.12707327877134483,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
412,ket,4,0,0,0.47249528231914406,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,176,0,PASS
413,bra,127,0,0,0.44631368691499101,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,PASS
414,ket,56,1,0,0.17653239911449947,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,112,0,PASS
415,ket,58,0,0,0.92263494623194964,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,240,0,PASS
416,ket,32,1,0,0.79447298249127396,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
417,bra,107,0,0,0.71689100920807047,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,96,0,PASS
418,bra,64,1,0,0.26822123157206412,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
419,ket,50,0,0,0.37836409042447366,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
420,ket,60,0,0,0.73640057454910157,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
421,bra,87,0,0,0.16057432529765672,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
422,bra,72,1,0,0.82932086347332645,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
423,bra,101,0,0,0.98509668038138043,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
424,ket,24,1,0,0.87055251287761259,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,96,0,PASS
425,bra,67,0,0,0.87689044554804862,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
426,bra,80,1,0,0.6312458766596043,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
427,ket,39,0,0,0.66935380243752518,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,144,0,PASS
428,ket,52,0,0,0.45307460831850732,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
429,bra,111,0,0,0.029781397448223512,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
430,bra,88,1,0,0.84099801281898789,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,0,0,7.0994087271556396e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
431,ket,14,0,0,0.38144217958862237,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,80,0,PASS
432,ket,16,1,0,0.5193667160560157,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
433,bra,91,0,0,0.17928581765161428,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,96,0,PASS
434,bra,96,1,0,0.90000000000000002,0.09960079893439916,6.1237243569579458e-172,0.09960079893439916,6.1237243569579458e-172,0.09960079893439916,5.7445626465380286e-172,0,3.8068139460371935e-172,1,1,1,1,1,0,0,0,0,0,0,0,4,224,0,PASS
435,ket,59,0,0,0.33032671010272668,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,176,0,PASS
436,ket,44,0,0,0.30787698475815756,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
437,bra,71,0,0,0.076382347788383279,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
438,bra,104,1,0,0.59805679474444107,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
439,bra,79,0,0,0.55648889873897223,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,176,0,PASS
440,ket,8,1,0,0.90233636254422156,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,112,0,PASS
441,bra,115,0,0,0.59945615288845677,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,32,0,PASS
442,bra,112,1,0,0.95012411853814061,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,240,0,PASS
443,ket,24,1,0,0.93460535447961535,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,64,0,PASS
444,ket,36,0,0,0.36991714681664201,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
445,bra,95,0,0,0.30385600966314802,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
446,bra,120,1,0,0.08828524518591277,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,176,0,PASS
447,bra,95,0,0,0.56203964180979493,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,2,176,0,PASS
448,ket,0,1,0,0.18681527835809367,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,64,0,PASS
449,bra,75,0,0,0.50306789857237011,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,96,0,PASS
450,ket,0,1,0,0.67240873443838756,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,96,0,PASS
451,ket,7,0,0,0.95726238795696328,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,240,0,PASS
452,ket,28,0,0,0.21349965490718376,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,192,0,PASS
453,bra,119,0,0,0.88800097940643896,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,64,0,PASS
454,ket,8,1,0,0.76094563354877442,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,32,0,PASS
455,ket,0,1,0,0.28082362159991026,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,224,0,PASS
456,ket,56,1,0,0.33216969457378026,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,128,0,PASS
457,bra,99,0,0,0.10073168357045088,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
458,ket,16,1,0,0.1303533580930587,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,80,0,PASS
459,ket,48,1,0,0.81995900734137905,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,176,0,PASS
460,ket,20,0,0,0.14986625930675299,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,176,0,PASS
461,bra,79,0,0,0.75032806430197441,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
462,ket,24,1,0,0.0035526136680690697,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,144,0,PASS
463,ket,6,0,0,0.35107131505997757,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,192,0,PASS
464,ket,48,1,0,0.21086914119017477,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,144,0,PASS
465,bra,123,0,0,0.90000000000000002,0.10040080106773419,4.8989794855663564e-172,0.10040080106773419,4.8989794855663564e-172,0.10040080106773419,5.4313902456001084e-172,0,5.3028537060632358e-172,1,1,1,1,1,0,0,0,0,0,0,0,2,96,0,PASS
466,ket,32,1,0,0.66495392398908004,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
467,bra,123,0,0,0.16972395956303482,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,64,0,PASS
468,ket,12,0,0,0.27816180174309518,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,1e-172,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,2,16,0,PASS
469,bra,103,0,0,0.80833251339088763,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,64,0,PASS
470,ket,40,1,0,0.37863184522165738,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
471,ket,39,0,0,0.70136825484787457,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
472,ket,40,1,0,0.23868874309124372,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
473,bra,83,0,0,0.75744771492172924,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
474,ket,48,1,0,0.31632861327744211,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,176,0,PASS
475,bra,92,0,0,0.98218973458819447,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
476,ket,4,0,0,0.31216121865181146,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,64,0,PASS
477,bra,127,0,0,0.69585997448724735,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,PASS
478,ket,56,1,0,0.32230246671581286,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2,112,0,PASS
479,bra,110,0,0,0.27110583823662598,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,144,0,PASS
480,ket,32,1,0,0.093004115102656659,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,96,0,PASS
481,bra,107,0,0,0.43324890666684612,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,96,0,PASS
482,bra,64,1,0,0.80460709386440921,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
483,ket,10,0,0,0.1513294682673211,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
484,ket,60,0,0,0.38389533152564032,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,144,0,PASS
485,bra,87,0,0,0.98869781861404382,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
486,bra,72,1,0,0.14564395590013812,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
487,ket,36,0,0,0.58914748717562393,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
488,ket,24,1,0,0.37271824950109067,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
489,bra,67,0,0,0.94854476383776465,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
490,bra,80,1,0,0.03672742678258633,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
491,ket,13,0,0,0.4773909465098688,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,96,0,PASS
492,ket,52,0,0,0.47413081894639947,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
493,bra,111,0,0,0.90931818361842576,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
494,bra,88,1,0,0.80945958292782993,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
495,ket,27,0,0,0.55417937984028809,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,112,0,PASS
496,ket,16,1,0,0.90000000000000002,0.10040080106773419,4.636809247747852e-172,0.10040080106773419,4.636809247747852e-172,0.10040080106773419,4.636809247747852e-172,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4,224,0,PASS
497,bra,91,0,0,0.098002374884174848,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,112,0,PASS
498,bra,96,1,0,0.63348398328612388,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
499,bra,84,0,0,0.17785620165296087,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,208,0,PASS
500,ket,44,0,0,0.35224282855938871,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
501,bra,71,0,0,0.55968054203239792,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,192,0,PASS
502,bra,104,1,0,0.5351698109684403,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,160,0,PASS
503,ket,22,0,0,0.65653926580363586,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0.99600798934399148,7.0710678118654751e-173,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,64,0,PASS
504,ket,8,1,0,0.59945498185817814,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
505,bra,115,0,0,0.81808037356577556,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,32,0,PASS
506,bra,112,1,0,0.40233160775048959,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,240,0,PASS
507,ket,41,0,0,0.27602962160890082,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,96,0,PASS
508,ket,36,0,0,0.97665030814874321,0.99600798934399148,1e-172,0.99600798934399148,1e-172,0.99600798934399148,7.0710678118654751e-173,0,2.9406713796177787e-173,1,1,1,1,1,1,1,1,0,0,0,0,4,224,0,PASS
509,bra,95,0,0,0.64702438699223463,1.0040080106773419,0,1.0040080106773419,0,1.0040080106773419,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,128,0,PASS
