task_index,source_dataset,archive_csv,archive_root,archive_result_dir,archive_measurements,archive_measurements_sha256,archive_source_commit,archive_executable_sha256,archive_job_id,archive_status,archive_qc_status,L,theta,V,seed,beta_trial,dt,delta,mu,boundary,hs_scheme,burn,measurements,threads,diagnostic_stride,sign_stride,legacy_average_sign,legacy_average_sign_err,legacy_runtime_seconds
122,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta12/V4/seed_1926275102,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta12/V4/seed_1926275102/measurements.csv,160b33ee49840c74f609c0ec2a8d7f8dda513eb3788430e0aaafe05dc4ba1a11,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[22].mgt,complete,warning,18,12,4,1926275102,8,0.1,1,0,0,0,500,4000,1,200,20,-0.002,0.012345892135912211,691.470260586
123,Ltheta,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/all_seeds_L_theta.csv,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827,raw/L18/theta12/V4/seed_1926275103,/home/sunxr/new-pfqmc-zeroT-L-theta-20260827/reproduction/projector_kitaev/zeroT_sign_L_theta_20260827/raw/L18/theta12/V4/seed_1926275103/measurements.csv,59e949432743feb2c1d3be02ba983a405ab3cf269bf971c23f4d0b0b5e3e357a,25b5ecec6a92af3853997b713f81920b5ddedacb,e141fd9d61e6cf07d6af8feca93b8725d67d994519de9e29c722416e30fe9b97,153663[23].mgt,complete,warning,18,12,4,1926275103,8,0.1,1,0,0,0,500,4000,1,200,20,-0.004,0.01475055752737574,691.330795034
124,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V2/seed_2026262900,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V2/seed_2026262900/measurements.csv,6cb0eeece3337193b5ffd42bc1a8e66fa631c64da4dbcaf46f257260a689255e,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[0].mgt,complete,,18,18,2,2026262900,8,0.1,1,0,0,0,500,4000,1,200,20,0.6525,0.01211512755976897,1029.998581853
125,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V2/seed_2026262901,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V2/seed_2026262901/measurements.csv,fa06891bbc1a19c184eba5d819fa9628c316239fd6ce04f402d7b5a30468617f,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[1].mgt,complete,,18,18,2,2026262901,8,0.1,1,0,0,0,500,4000,1,200,20,0.6725,0.012604823638090634,1016.22149552
126,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V2/seed_2026262902,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V2/seed_2026262902/measurements.csv,387e52130f3e28b33a67824d3a393356320d22dfcfe94d43c280bc0c2665b729,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[2].mgt,complete,,18,18,2,2026262902,8,0.1,1,0,0,0,500,4000,1,200,20,0.659,0.01702784097943872,1028.226258796
127,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V2/seed_2026262903,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V2/seed_2026262903/measurements.csv,84060f95409763cef1070169f308f0b7ad9c74868639b0909b7de0507a9f72a0,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[3].mgt,complete,,18,18,2,2026262903,8,0.1,1,0,0,0,500,4000,1,200,20,0.6415,0.015782652035166902,1020.327695519
128,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V3/seed_2026263000,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V3/seed_2026263000/measurements.csv,49991ee01b940af373d9f78fb91f33aa798e624930eeb6dfa1ffe85a548728a4,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[4].mgt,complete,,18,18,3,2026263000,8,0.1,1,0,0,0,500,4000,1,200,20,0.058,0.014646716894562881,1014.109201812
129,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V3/seed_2026263001,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V3/seed_2026263001/measurements.csv,8b542c713f2aee671290c91a9e32e9e8e5523eb32ec46c5d2d7a1e9b7557b90f,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[5].mgt,complete,,18,18,3,2026263001,8,0.1,1,0,0,0,500,4000,1,200,20,0.0145,0.02217721685352833,1006.095107054
130,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V3/seed_2026263002,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V3/seed_2026263002/measurements.csv,4b900684ccd9078a019543b3843cd82bac15cd85dd2afbe73050fee6f36fffc0,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[6].mgt,complete,,18,18,3,2026263002,8,0.1,1,0,0,0,500,4000,1,200,20,0.0365,0.01627518291594194,1009.874366649
131,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V3/seed_2026263003,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V3/seed_2026263003/measurements.csv,66bab4f8235aefd62d2cc132cf4e43e24425e86394d692e23909f545fd70df1e,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[7].mgt,complete,,18,18,3,2026263003,8,0.1,1,0,0,0,500,4000,1,200,20,0.03,0.01696746111951064,1004.452045184
132,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V4/seed_2026263100,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V4/seed_2026263100/measurements.csv,73ca080993e0b084f3486e8cab240052cfa27759e977071001fa2b9ccdde3b94,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[8].mgt,complete,,18,18,4,2026263100,8,0.1,1,0,0,0,500,4000,1,200,20,-0.0025,0.015284581153981014,1018.835909242
133,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V4/seed_2026263101,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V4/seed_2026263101/measurements.csv,bc0c1066e20fac990e3483f1bcf7a9fb88b1e6f7785252dcf4607ee4c20e73ab,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[9].mgt,complete,,18,18,4,2026263101,8,0.1,1,0,0,0,500,4000,1,200,20,0.002,0.012109152693205599,1325.03734197
134,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V4/seed_2026263102,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V4/seed_2026263102/measurements.csv,b3da6242aa479c39b2037099bfdf508122cfc4be013ade0e80bb199df0ab53a5,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[10].mgt,complete,,18,18,4,2026263102,8,0.1,1,0,0,0,500,4000,1,200,20,0.0215,0.01753605308770297,1281.074390213
135,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V4/seed_2026263103,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V4/seed_2026263103/measurements.csv,c6c7d48cb36e58ed62f2e72bfb0bd8e613b5b1a7a24d86da113bc5b8ad5e3851,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[11].mgt,complete,,18,18,4,2026263103,8,0.1,1,0,0,0,500,4000,1,200,20,-0.022,0.019676328283926403,1281.874976212
136,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V5/seed_2026263200,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V5/seed_2026263200/measurements.csv,ff3b991ccdc90e9bd21755767edc4ee649e76881671f85acac7bc22375ced4e7,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[12].mgt,complete,,18,18,5,2026263200,8,0.1,1,0,0,0,500,4000,1,200,20,0.002,0.015637337234627693,1423.873437339
137,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V5/seed_2026263201,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V5/seed_2026263201/measurements.csv,054a5559025016d5988f8a73b5f42c68311a0027dc797d6e492b85555077e6c8,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[13].mgt,complete,,18,18,5,2026263201,8,0.1,1,0,0,0,500,4000,1,200,20,0,0.0151657508881031,1422.472788244
138,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V5/seed_2026263202,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V5/seed_2026263202/measurements.csv,e5b32ff91407f248594a9cfaecd9642a66828ccba98d0afe1eb837afa03b2d56,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[14].mgt,complete,,18,18,5,2026263202,8,0.1,1,0,0,0,500,4000,1,200,20,0.0145,0.016487235892302294,1414.45035992
139,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V5/seed_2026263203,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V5/seed_2026263203/measurements.csv,64ec162753025dc8c2c80ad36f2cfa56d743be843a0f4136c7d0426a09c96cf2,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[15].mgt,complete,,18,18,5,2026263203,8,0.1,1,0,0,0,500,4000,1,200,20,0.0005,0.013944910409026998,1438.770393674
140,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V6/seed_2026263300,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V6/seed_2026263300/measurements.csv,492248ed7c224a9aca41e61e32b29edcaa69ca9c92fb7c41eb7e3bc7789b7878,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[16].mgt,complete,,18,18,6,2026263300,8,0.1,1,0,0,0,500,4000,1,200,20,-0.0165,0.013827413656250133,1368.115801436
141,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V6/seed_2026263301,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V6/seed_2026263301/measurements.csv,a6dfec8cb58c546a6c947a2151fb74026ce1b992185e333b291cdc607a667a0a,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[17].mgt,complete,,18,18,6,2026263301,8,0.1,1,0,0,0,500,4000,1,200,20,-0.008,0.017084927182815422,1355.78740629
142,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V6/seed_2026263302,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V6/seed_2026263302/measurements.csv,7feba5d68f549b157199abbd502fffedb4eba096c92f78ac35f776e90ccbbbcb,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[18].mgt,complete,,18,18,6,2026263302,8,0.1,1,0,0,0,500,4000,1,200,20,-0.0065,0.018428738997897594,1379.379872181
143,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/main/L18/V6/seed_2026263303,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/main/L18/V6/seed_2026263303/measurements.csv,a3157cca066b1ef2c4aa3ecbef6cfa7dea3c08c25d302ddbdd97c79b264a3cf2,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153659[19].mgt,complete,,18,18,6,2026263303,8,0.1,1,0,0,0,500,4000,1,200,20,0.005,0.016100016345202556,1355.707556763
144,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/control/L18/V2/seed_2126262900,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/control/L18/V2/seed_2126262900/measurements.csv,76455b24bb08dacea61437f593051aab1a2b3b3bc5d3449aaa3820d350cd9593,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153660[12].mgt,complete,,18,18,2,2126262900,8,0.1,1,0,1,1,500,4000,1,200,20,1,0,1434.655020502
145,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/control/L18/V2/seed_2126262901,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/control/L18/V2/seed_2126262901/measurements.csv,fb06dc95f6b73677bd0e278b0a5588171fc258693fc584c22d5811f13247efe4,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153660[13].mgt,complete,,18,18,2,2126262901,8,0.1,1,0,1,1,500,4000,1,200,20,1,0,1443.336576855
146,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/control/L18/V4/seed_2126263100,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/control/L18/V4/seed_2126263100/measurements.csv,417233d99df8b0d1655943a2000e0f86616955d5c186e37c75d8f9bf3e98c93c,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153660[14].mgt,complete,,18,18,4,2126263100,8,0.1,1,0,1,1,500,4000,1,200,20,1,0,1398.624676239
147,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/control/L18/V4/seed_2126263101,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/control/L18/V4/seed_2126263101/measurements.csv,361415ceee8e8a0a4375274fe2e96a652c1afbad63b774a97aae6f8fe8869761,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153660[15].mgt,complete,,18,18,4,2126263101,8,0.1,1,0,1,1,500,4000,1,200,20,1,0,1375.607923512
148,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/control/L18/V6/seed_2126263300,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/control/L18/V6/seed_2126263300/measurements.csv,30fee473226afb99a1c72f016b938dd94a983a7db0bd2b7229f3cf0f34ea6e9d,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153660[16].mgt,complete,,18,18,6,2126263300,8,0.1,1,0,1,1,500,4000,1,200,20,1,0,1663.505516346
149,LV,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/per_seed.csv,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827,raw/control/L18/V6/seed_2126263301,/home/sunxr/new-pfqmc-zeroT-sign-20260827/reproduction/projector_kitaev/zeroT_sign_L6_L12_L18_20260827/raw/control/L18/V6/seed_2126263301/measurements.csv,03bec03c44c8b218804e787aeca5e02c49f18c2c8217629190ef3de42fcacb8b,b7c43d2bcb8e6b4952bb742f7368fbad24b96919,9eece40eeb4305429971d6451f7930befba461c7750ad9ee06cbd9384dae4ff2,153660[17].mgt,complete,,18,18,6,2126263301,8,0.1,1,0,1,1,500,4000,1,200,20,1,0,1380.138500027
