comparison,group,seed,observable,left,right,difference
hs0_minus_hs1,10|2|10|0,720004,average_sign,0.8666666666666667,1,-0.1333333333333333
hs0_minus_hs1,18|6|18|1,720141,S_pi,0.8840179496914298,0.17898455846829964,0.7050333912231301
hs0_minus_hs1,18|6|18|1,720141,S_pi_dq,-0.92256516440736,0.01036000842125365,-0.9329251728286136
hs0_minus_hs1,18|6|18|1,720141,R_cdw,2.0436045611170965,0.9421178647481563,1.1014866963689403
hs0_minus_hs1,18|6|18|1,720141,average_sign,-0.011333333333333334,1,-1.0113333333333334
hs0_minus_hs1,10|2|10|1,720015,S_pi,0.04520070765032975,0.0449196782404945,0.00028102940983525115
hs0_minus_hs1,10|2|10|1,720015,S_pi_dq,0.03651897679259248,0.036127413581512245,0.0003915632110802342
hs0_minus_hs1,10|2|10|1,720015,R_cdw,0.19207068448792164,0.1957330284493476,-0.003662343961425951
hs0_minus_hs1,10|2|10|1,720015,average_sign,0.876,1,-0.124
hs0_minus_hs1,10|6|10|0,720049,S_pi,0.07957334832300691,0.19531019343253736,-0.11573684510953045
hs0_minus_hs1,10|6|10|0,720049,S_pi_dq,-0.005688484752100289,0.012975588518390098,-0.018664073270490387
hs0_minus_hs1,10|6|10|0,720049,R_cdw,1.0714873116688441,0.933564202203957,0.13792310946488717
hs0_minus_hs1,10|6|10|0,720049,average_sign,0.16733333333333333,1,-0.8326666666666667
hs0_minus_hs1,18|4|18|1,720119,S_pi,-2.5325508614919228,0.08153645733592167,-2.6140873188278446
hs0_minus_hs1,18|4|18|1,720119,S_pi_dq,1.9556361361787258,0.028073498669371384,1.9275626375093544
hs0_minus_hs1,18|4|18|1,720119,R_cdw,1.7722001425182288,0.6556939118201873,1.1165062306980413
hs0_minus_hs1,18|4|18|1,720119,average_sign,0.0033333333333333335,1,-0.9966666666666667
hs0_minus_hs1,18|4|18|0,720105,S_pi,0.064185335224722,0.09790571806888915,-0.033720382844167146
hs0_minus_hs1,18|4|18|0,720105,S_pi_dq,0.050769665766964185,0.024655852942785803,0.026113812824178382
hs0_minus_hs1,18|4|18|0,720105,R_cdw,0.20901455777690725,0.7481673856328057,-0.5391528278558985
hs0_minus_hs1,18|4|18|0,720105,average_sign,0.030666666666666665,1,-0.9693333333333334
hs0_minus_hs1,18|2|10|0,720075,S_pi,0.024408466523209892,0.024016125642739805,0.00039234088047008717
hs0_minus_hs1,18|2|10|0,720075,S_pi_dq,0.022420878074818264,0.022451146562043233,-3.0268487224968665e-05
hs0_minus_hs1,18|2|10|0,720075,R_cdw,0.08143028758081294,0.0651636781043271,0.016266609476485838
hs0_minus_hs1,18|2|10|0,720075,average_sign,0.7906666666666666,1,-0.20933333333333337
hs0_minus_hs1,18|6|10|0,720122,S_pi,0.5257453046002841,0.19236675749850268,0.33337854710178144
hs0_minus_hs1,18|6|10|0,720122,S_pi_dq,-0.19817260354395708,0.007941206482319645,-0.2061138100262767
hs0_minus_hs1,18|6|10|0,720122,R_cdw,1.3769365162369345,0.9587184054792759,0.4182181107576586
hs0_minus_hs1,18|6|10|0,720122,average_sign,0.012,1,-0.988
hs0_minus_hs1,18|6|10|0,720125,S_pi,-0.17421532137055007,0.18718133297916256,-0.36139665434971263
